frame,pts_seconds,gray_mean,mean_absolute_difference
1721,71.708,71.8546,11.1114
1722,71.750,71.8823,0.2745
1723,71.792,71.7954,0.2053
1724,71.833,69.9556,9.8213
1725,71.875,69.9503,0.1278
1726,71.917,71.7980,8.7023
1727,71.958,71.8655,0.1410
1728,72.000,71.8249,0.1809
1729,72.042,72.4472,10.9482
1730,72.083,72.6075,0.4791
1731,72.125,72.2455,8.7306
1732,72.167,72.4344,0.3537
1733,72.208,72.2723,0.3531
1734,72.250,74.0942,10.8123
1735,72.292,73.9352,0.3256
1736,72.333,70.4615,9.7289
1737,72.375,70.4314,0.1988
1738,72.417,70.4817,0.1821
1739,72.458,71.2703,11.6747
1740,72.500,71.3495,0.2024
1741,72.542,67.6902,10.0516
1742,72.583,67.6943,0.0998
1743,72.625,67.7088,0.0603
1744,72.667,68.9204,10.7244
1745,72.708,68.8760,0.5068
1746,72.750,70.5118,8.6106
1747,72.792,70.5487,0.1423
1748,72.833,70.5371,0.1547
1749,72.875,65.4292,10.8569
1750,72.917,65.4032,0.4120
1751,72.958,69.8575,9.3696
1752,73.000,69.8937,0.1495
1753,73.042,69.9188,0.0470
1754,73.083,30.7283,41.2273
1755,73.125,30.7681,0.1569
1756,73.167,30.8702,0.2020
1757,73.208,15.6185,15.6034
1758,73.250,15.6032,0.0795
1759,73.292,14.2159,1.5461
1760,73.333,13.9156,0.3463
1761,73.375,13.9818,0.1438
1762,73.417,13.9913,0.5238
1763,73.458,14.0379,0.1098
1764,73.500,14.2620,0.5896
1765,73.542,14.2611,0.0642
1766,73.583,14.2760,0.0779
1767,73.625,15.0826,1.5217
1768,73.667,15.1678,0.1824
1769,73.708,16.6502,2.4893
1770,73.750,16.7015,0.0905
1771,73.792,16.6631,0.1204
1772,73.833,15.6501,2.4003
1773,73.875,15.6400,0.0912
1774,73.917,29.3496,16.5694
1775,73.958,29.4647,0.2351
1776,74.000,29.4607,0.1878
1777,74.042,24.5847,21.0244
1778,74.083,24.5878,0.2564
1779,74.125,21.7246,14.2798
1780,74.167,21.7218,0.1478
1781,74.208,21.7459,0.0485
1782,74.250,20.7868,7.8087
1783,74.292,20.7730,0.2149
1784,74.333,71.6206,57.8713
1785,74.375,71.6925,0.8347
1786,74.417,71.8109,0.5511
1787,74.458,38.7847,36.6823
1788,74.500,38.8532,0.3964
1789,74.542,18.1471,24.0135
1790,74.583,18.1257,0.1149
1791,74.625,18.1125,0.1620
1792,74.667,18.2601,1.7103
1793,74.708,18.2768,0.1390
1794,74.750,28.7407,14.6837
1795,74.792,28.8289,0.3491
1796,74.833,28.8458,0.2651
1797,74.875,24.8016,5.6916
1798,74.917,24.7501,0.2257
1799,74.958,96.1459,71.9825
1800,75.000,95.9432,1.6899
1801,75.042,96.3782,0.9944
1802,75.083,40.6075,57.0362
1803,75.125,40.5898,0.0531
1804,75.167,32.8531,8.3885
1805,75.208,32.8713,0.0488
1806,75.250,32.8897,0.1570
1807,75.292,33.0042,2.3430
1808,75.333,32.9845,0.0829
1809,75.375,32.9927,0.0420
1810,75.417,31.9225,2.4146
1811,75.458,31.9619,0.1962
1812,75.500,31.5148,1.6347
1813,75.542,31.5460,0.1186
1814,75.583,31.5153,0.1618
1815,75.625,30.9056,2.8288
1816,75.667,30.9219,0.0907
1817,75.708,44.5203,42.4300
1818,75.750,44.6177,0.2670
1819,75.792,44.5880,0.2637
1820,75.833,43.4667,3.5482
1821,75.875,43.3845,0.3836
1822,75.917,41.3865,3.8968
1823,75.958,41.5235,0.2555
1824,76.000,41.5126,0.1839
1825,76.042,42.7137,2.6516
1826,76.083,42.7340,0.1982
1827,76.125,41.0113,3.8444
1828,76.167,40.9323,0.1675
1829,76.208,40.9599,0.0477
1830,76.250,42.8422,3.7566
1831,76.292,42.8798,0.2110
1832,76.333,43.7284,2.4011
1833,76.375,43.7263,0.2613
1834,76.417,43.8120,0.3394
1835,76.458,43.4502,4.2737
1836,76.500,43.4042,0.1865
1837,76.542,42.8435,2.0719
1838,76.583,42.9944,0.3981
1839,76.625,42.9564,0.2766
1840,76.667,40.7821,4.9509
1841,76.708,40.7697,0.1473
1842,76.750,40.5527,2.9259
1843,76.792,40.5877,0.1220
1844,76.833,40.5203,0.1961
1845,76.875,41.0577,2.7940
1846,76.917,41.1248,0.2242
1847,76.958,40.3024,3.1615
1848,77.000,40.3192,0.1987
1849,77.042,40.2966,0.1972
1850,77.083,39.6536,2.6918
1851,77.125,39.6031,0.1725
1852,77.167,114.0196,88.4203
1853,77.208,114.0980,0.7589
1854,77.250,113.9742,0.7133
1855,77.292,105.4284,38.3726
1856,77.333,105.6063,1.0048
1857,77.375,106.2769,1.1695
1858,77.417,106.3246,0.5474
1859,77.458,95.1701,44.3705
1860,77.500,95.1974,0.2307
1861,77.542,57.1409,48.1964
1862,77.583,58.6385,1.5523
1863,77.625,59.6230,1.1194
1864,77.667,65.4025,19.9898
1865,77.708,65.4611,0.6928
1866,77.750,71.4978,11.7987
1867,77.792,71.6321,0.8121
1868,77.833,73.1090,18.1824
1869,77.875,64.6884,8.4299
1870,77.917,64.6897,0.8343
1871,77.958,45.5546,19.3881
1872,78.000,45.4503,0.3540
1873,78.042,40.5852,8.6317
1874,78.083,40.6096,0.4360
1875,78.125,45.6245,5.0876
1876,78.167,45.7694,0.5248
1877,78.208,49.3587,11.3095
1878,78.250,43.6560,17.5553
1879,78.292,43.4143,0.7015
1880,78.333,37.6845,5.7333
1881,78.375,37.6161,0.3927
1882,78.417,34.3701,11.7419
1883,78.458,34.3085,0.3120
1884,78.500,40.4082,12.6583
1885,78.542,34.1835,10.5029
1886,78.583,34.2158,0.3791
1887,78.625,33.9931,0.4662
1888,78.667,34.0770,0.2074
1889,78.708,42.6141,10.8011
1890,78.750,42.1480,1.5810
1891,78.792,42.2606,4.7429
1892,78.833,41.3705,1.0500
1893,78.875,41.7930,0.5574
1894,78.917,28.1233,13.6970
1895,78.958,27.9859,0.2303
1896,79.000,31.7685,27.8154
1897,79.042,31.7393,0.3168
1898,79.083,46.0862,14.3472
1899,79.125,33.6046,14.2746
1900,79.167,33.7047,0.1888
1901,79.208,47.6474,15.1368
1902,79.250,47.6562,0.5469
1903,79.292,38.8529,11.0247
1904,79.333,38.8015,0.2626
1905,79.375,29.4514,9.3525
1906,79.417,35.8612,7.6448
1907,79.458,35.8546,0.1482
1908,79.500,40.9598,8.0496
1909,79.542,40.9349,0.0550
1910,79.583,40.9842,0.0861
1911,79.625,40.9982,0.0223
1912,79.667,42.0004,5.6225
1913,79.708,41.9355,0.3644
1914,79.750,42.8493,7.5976
1915,79.792,36.8429,6.0083
1916,79.833,37.0150,0.4568
1917,79.875,35.5367,7.0118
1918,79.917,35.4529,0.2712
1919,79.958,33.2128,5.5739
1920,80.000,32.9228,0.3468
1921,80.042,31.9947,0.9414
1922,80.083,75.4685,51.1289
1923,80.125,75.2214,1.3191
1924,80.167,16.6456,64.6484
1925,80.208,16.6482,0.0068
1926,80.250,91.1795,74.8277
1927,80.292,91.2456,0.3496
1928,80.333,120.2956,29.0548
1929,80.375,14.4585,105.8385
1930,80.417,14.4854,0.0762
1931,80.458,12.6555,3.1621
1932,80.500,12.6835,0.0860
1933,80.542,16.3154,3.6330
1934,80.583,17.1155,1.4731
1935,80.625,51.2122,34.8752
1936,80.667,16.7448,35.6589
1937,80.708,18.5795,1.8689
1938,80.750,13.3003,5.2817
1939,80.792,13.0693,0.2968
1940,80.833,16.0897,10.3155
1941,80.875,16.0784,0.0411
1942,80.917,21.6270,15.1216
1943,80.958,17.5832,13.1483
1944,81.000,17.6967,0.2100
1945,81.042,22.2861,4.5914
1946,81.083,22.2829,0.2825
1947,81.125,29.5048,16.3890
1948,81.167,29.5528,0.3356
1949,81.208,10.9281,22.5856
1950,81.250,10.9944,0.1360
1951,81.292,17.8562,6.8771
1952,81.333,14.5246,8.3926
1953,81.375,14.5316,0.0689
1954,81.417,10.4948,7.7447
1955,81.458,10.0931,0.4618
1956,81.500,14.9693,4.8811
1957,81.542,14.9656,0.0269
1958,81.583,15.2670,5.7398
1959,81.625,14.0487,6.1140
1960,81.667,14.0214,0.1033
1961,81.708,11.7260,6.8005
1962,81.750,11.7649,0.0874
1963,81.792,11.6899,0.1311
1964,81.833,11.7097,0.0832
1965,81.875,14.8251,6.4058
1966,81.917,12.4608,7.8669
1967,81.958,12.4502,0.1685
1968,82.000,14.4078,1.9623
1969,82.042,14.3762,0.1761
1970,82.083,27.4907,18.1557
1971,82.125,27.4964,0.2306
1972,82.167,21.1483,13.3330
1973,82.208,20.3462,0.8191
1974,82.250,20.3801,0.2114
1975,82.292,22.5240,9.7022
1976,82.333,22.4402,0.2004
1977,82.375,17.1865,12.2668
1978,82.417,16.9998,0.2276
1979,82.458,69.1263,57.0998
1980,82.500,69.1613,0.6706
1981,82.542,61.1496,8.0171
1982,82.583,81.5575,21.9888
1983,82.625,81.4689,0.6175
1984,82.667,70.1132,13.5816
1985,82.708,70.1133,0.1468
1986,82.750,58.6664,11.4531
1987,82.792,58.5847,0.7884
1988,82.833,72.8157,14.9987
1989,82.875,34.5629,39.0340
1990,82.917,34.4960,0.0969
1991,82.958,32.1643,2.5402
1992,83.000,32.0902,0.3477
1993,83.042,21.7077,10.7452
1994,83.083,21.7075,0.1866
1995,83.125,23.7017,3.1651
1996,83.167,21.0667,3.5339
1997,83.208,21.0930,0.1993
1998,83.250,25.0412,3.9635
1999,83.292,25.0996,0.1740
2000,83.333,23.8043,2.7829
2001,83.375,23.7153,0.2944
2002,83.417,24.3158,3.0937
2003,83.458,25.7313,1.4539
2004,83.500,26.0818,0.4982
2005,83.542,25.8207,0.3792
2006,83.583,20.0085,6.4838
2007,83.625,20.0007,0.0581
2008,83.667,28.2144,8.4837
2009,83.708,28.1411,0.2805
2010,83.750,23.4747,4.6914
2011,83.792,19.0279,5.7138
2012,83.833,19.0206,0.1725
2013,83.875,28.9869,10.0809
2014,83.917,28.9423,0.2620
2015,83.958,22.3371,7.6470
2016,84.000,22.2957,0.2714
2017,84.042,22.2293,0.1585
2018,84.083,22.1257,0.2731
2019,84.125,20.6866,2.5459
2020,84.167,8.3507,12.6297
2021,84.208,7.8307,0.6108
2022,84.250,10.5111,2.7051
2023,84.292,10.5019,0.0293
2024,84.333,8.3776,3.4834
2025,84.375,8.3170,0.1259
2026,84.417,12.9086,5.0925
2027,84.458,14.2033,1.3214
2028,84.500,13.7582,1.1177
2029,84.542,32.1391,20.6451
2030,84.583,32.0834,0.4467
2031,84.625,36.9905,15.0504
2032,84.667,36.7891,0.4731
2033,84.708,41.3544,16.7779
2034,84.750,45.7927,4.4781
2035,84.792,45.5396,0.6903
2036,84.833,35.8807,19.4846
2037,84.875,35.9772,0.3123
2038,84.917,40.4595,19.3989
2039,84.958,40.4036,0.1794
2040,85.000,54.6602,14.2621
2041,85.042,39.4380,30.9730
2042,85.083,39.4902,0.1599
2043,85.125,44.8743,22.8066
2044,85.167,45.2770,0.8054
2045,85.208,49.5339,4.2905
2046,85.250,49.3246,0.6875
2047,85.292,11.7141,38.4702
2048,85.333,11.7191,0.1206
2049,85.375,70.0723,58.3850
2050,85.417,75.9074,5.8390
2051,85.458,76.9824,1.4538
2052,85.500,11.1368,66.2698
2053,85.542,11.1160,0.0877
2054,85.583,76.2453,65.9626
2055,85.625,76.2637,0.1080
2056,85.667,13.4764,63.2450
2057,85.708,10.7303,2.7823
2058,85.750,10.7186,0.1035
2059,85.792,10.3782,0.9647
2060,85.833,10.3428,0.0768
2061,85.875,33.6946,24.1974
2062,85.917,33.6793,0.0643
2063,85.958,33.7464,0.2975
2064,86.000,32.5173,10.0824
2065,86.042,32.5646,0.3244
2066,86.083,24.7212,30.8143
2067,86.125,25.4614,0.7718
2068,86.167,22.6010,2.8785
2069,86.208,22.5981,0.1559
2070,86.250,25.0678,4.0026
2071,86.292,26.3743,2.8537
2072,86.333,26.5264,0.1775
2073,86.375,35.2164,9.5866
2074,86.417,35.1651,0.1290
2075,86.458,32.8619,2.3307
2076,86.500,32.5825,0.4457
2077,86.542,37.9413,6.8127
2078,86.583,32.9405,5.7349
2079,86.625,33.0827,0.2956
2080,86.667,33.4180,0.7356
2081,86.708,33.3619,0.2073
2082,86.750,35.5549,4.3991
2083,86.792,35.5993,0.1986
2084,86.833,39.6997,5.8164
2085,86.875,39.8134,0.2633
2086,86.917,27.1125,12.7488
2087,86.958,38.4268,11.4551
2088,87.000,38.3509,0.2614
2089,87.042,42.6656,5.5838
2090,87.083,42.6261,0.2174
2091,87.125,37.5847,9.7357
2092,87.167,37.6539,0.4300
2093,87.208,44.5516,6.9095
2094,87.250,30.6353,14.6241
2095,87.292,30.5635,0.3798
2096,87.333,26.5011,18.9136
2097,87.375,26.4825,0.4992
2098,87.417,20.3399,6.1571
2099,87.458,20.3223,0.2286
2100,87.500,33.5304,15.1864
2101,87.542,44.9641,13.8399
2102,87.583,44.9476,0.1685
2103,87.625,41.0533,3.9115
2104,87.667,40.9451,0.6489
2105,87.708,49.0650,10.8699
2106,87.750,49.1263,0.4186
2107,87.792,69.0892,22.0653
2108,87.833,58.8398,16.6225
2109,87.875,58.8035,0.1133
2110,87.917,58.3093,0.5497
2111,87.958,58.3361,0.0641
2112,88.000,53.3523,13.2247
2113,88.042,53.3318,0.4849
2114,88.083,70.2145,17.9113
2115,88.125,70.0560,0.8453
2116,88.167,64.6025,5.4683
2117,88.208,64.8526,10.4028
2118,88.250,64.9075,0.3491
2119,88.292,54.5529,12.6216
2120,88.333,54.5406,0.1156
2121,88.375,74.1053,19.5873
2122,88.417,74.1015,0.7194
2123,88.458,75.4962,11.6737
2124,88.500,45.8653,30.1681
2125,88.542,45.8177,0.2821
2126,88.583,54.8650,12.3515
2127,88.625,54.7790,0.4416
2128,88.667,61.7871,7.0149
2129,88.708,61.8996,0.2452
2130,88.750,53.7313,12.4335
2131,88.792,75.2993,22.9362
2132,88.833,75.3360,0.9072
2133,88.875,54.0293,21.3653
2134,88.917,54.0760,0.3994
2135,88.958,52.0996,8.2584
2136,89.000,52.1139,0.7663
2137,89.042,61.3022,11.8311
2138,89.083,55.6170,5.7118
2139,89.125,55.7162,0.7876
2140,89.167,52.1137,8.9102
2141,89.208,52.2569,1.1069
2142,89.250,64.5546,14.2736
2143,89.292,64.5130,1.0206
2144,89.333,27.0800,39.1258
2145,89.375,27.2401,0.2555
2146,89.417,27.2527,0.1622
2147,89.458,11.3691,15.8948
2148,89.500,11.3880,0.1009
2149,89.542,11.2489,2.1954
2150,89.583,11.1915,0.3364
2151,89.625,11.0841,0.2007
2152,89.667,11.0695,0.0261
2153,89.708,7.2110,3.8897
2154,89.750,11.2631,4.0831
2155,89.792,11.2660,0.0202
2156,89.833,11.9755,0.7366
2157,89.875,12.0844,0.1641
2158,89.917,11.1561,1.8727
2159,89.958,11.2364,0.1358
2160,90.000,10.1680,2.9860
2161,90.042,15.2011,5.0650
2162,90.083,15.2596,0.1094
2163,90.125,13.3240,6.2993
2164,90.167,13.3148,0.1519
2165,90.208,23.9777,16.5611
2166,90.250,23.9307,0.1009
2167,90.292,76.6924,61.7348
2168,90.333,77.0377,1.3403
2169,90.375,76.8347,0.6210
2170,90.417,11.1552,66.2079
2171,90.458,11.1544,0.0169
2172,90.500,88.5257,79.8501
2173,90.542,88.4691,0.1962
2174,90.583,88.3254,0.4048
2175,90.625,69.1769,58.0692
2176,90.667,69.2657,0.6823
2177,90.708,29.9745,45.7814
2178,90.750,30.6171,2.5046
2179,90.792,45.8017,15.1847
2180,90.833,45.8825,0.4427
2181,90.875,14.1463,33.9552
2182,90.917,13.9274,1.6870
2183,90.958,13.8503,0.1650
2184,91.000,16.4662,8.3224
2185,91.042,16.2731,0.4117
2186,91.083,16.7394,0.5649
2187,91.125,16.6973,0.0660
2188,91.167,27.4293,10.8499
2189,91.208,27.4448,0.2727
2190,91.250,65.2222,45.1346
2191,91.292,65.7983,0.6047
2192,91.333,65.9782,0.4025
2193,91.375,26.2632,40.4747
2194,91.417,25.7943,0.5762
2195,91.458,26.9548,5.2807
2196,91.500,26.9933,0.1919
2197,91.542,26.8845,0.2371
2198,91.583,21.5567,5.6621
2199,91.625,21.3749,0.4218
2200,91.667,24.4883,3.1844
2201,91.708,24.5180,0.2547
2202,91.750,26.3756,2.2596
2203,91.792,26.5844,0.4564
2204,91.833,28.7069,2.1586
2205,91.875,29.2677,2.1055
2206,91.917,29.2773,0.3862
2207,91.958,38.6119,39.4748
2208,92.000,38.4886,0.4706
2209,92.042,35.7275,2.7821
2210,92.083,35.5190,0.6097
2211,92.125,40.8633,5.6658
2212,92.167,32.6531,8.8798
2213,92.208,32.6360,0.0701
2214,92.250,32.6522,0.0902
2215,92.292,32.6551,0.0084
2216,92.333,33.2420,2.2972
2217,92.375,33.2338,0.3347
2218,92.417,33.5569,3.2644
2219,92.458,33.5537,0.1853
2220,92.500,44.4554,10.9336
2221,92.542,37.6109,6.8565
2222,92.583,37.4578,0.4498
2223,92.625,47.0166,9.8404
2224,92.667,46.9264,0.4187
2225,92.708,39.9142,8.1422
2226,92.750,39.9768,0.2905
2227,92.792,42.4526,2.4881
2228,92.833,29.5623,13.0380
2229,92.875,29.6792,0.1892
2230,92.917,30.8426,2.8894
2231,92.958,30.9234,0.1601
2232,93.000,34.0540,3.1505
2233,93.042,34.0983,0.2780
2234,93.083,45.5277,11.5223
2235,93.125,31.9959,13.6858
2236,93.167,31.9552,0.2110
2237,93.208,35.3036,4.2245
2238,93.250,35.2343,0.1059
2239,93.292,35.0556,0.2159
2240,93.333,35.0929,0.0881
2241,93.375,30.3922,5.4785
2242,93.417,100.1737,80.0483
2243,93.458,100.1612,0.8847
2244,93.500,120.6907,20.5458
2245,93.542,120.7763,1.2303
2246,93.583,102.2363,40.8232
2247,93.625,102.2321,0.4915
2248,93.667,71.4053,48.0619
2249,93.708,87.7721,16.3824
2250,93.750,87.5073,1.1432
2251,93.792,73.7168,34.9996
2252,93.833,73.7217,0.2567
2253,93.875,80.2272,20.6246
2254,93.917,80.1690,0.8734
2255,93.958,71.8001,16.5651
2256,94.000,71.7557,0.4379
2257,94.042,79.4516,8.1437
2258,94.083,77.1684,14.1954
2259,94.125,77.1126,0.3486
2260,94.167,58.6251,23.4186
2261,94.208,58.3638,0.3309
2262,94.250,59.4439,1.2773
2263,94.292,59.4309,0.1314
2264,94.333,57.7273,6.5475
2265,94.375,50.7710,13.2163
2266,94.417,50.6615,0.4705
2267,94.458,44.1778,6.4960
2268,94.500,43.9262,0.6104
2269,94.542,58.3609,17.3160
2270,94.583,58.5384,0.8990
2271,94.625,31.3364,28.2483
2272,94.667,34.1565,8.5904
2273,94.708,34.2093,0.7118
2274,94.750,34.2798,0.2481
2275,94.792,34.3077,0.0505
2276,94.833,46.4007,16.7176
2277,94.875,46.5584,0.4456
2278,94.917,42.9610,8.4855
2279,94.958,42.9744,0.4730
2280,95.000,43.1559,0.4880
2281,95.042,44.3092,6.8936
2282,95.083,44.3563,0.1822
2283,95.125,38.8039,6.4625
2284,95.167,38.1845,0.7439
2285,95.208,36.7671,1.4943
2286,95.250,37.2456,0.5881
2287,95.292,29.3164,29.9558
2288,95.333,56.0092,27.3730
2289,95.375,55.9318,0.3047
2290,95.417,36.3925,19.5441
2291,95.458,36.4061,0.0235
2292,95.500,37.8337,4.7281
2293,95.542,37.8674,0.2650
2294,95.583,38.6374,4.6591
2295,95.625,40.7512,4.7669
2296,95.667,41.2840,0.6315
2297,95.708,41.6858,0.4965
2298,95.750,41.5392,0.3338
2299,95.792,41.4963,6.8269
2300,95.833,41.4599,0.8687
2301,95.875,35.7452,8.2141
2302,95.917,44.8363,9.1001
2303,95.958,44.8065,0.6262
2304,96.000,43.1938,8.4227
2305,96.042,43.1423,0.2197
2306,96.083,34.0257,11.2579
2307,96.125,34.1376,0.5926
2308,96.167,44.7535,10.6174
2309,96.208,44.8781,8.1507
2310,96.250,44.8114,0.3136
2311,96.292,47.7555,38.1439
2312,96.333,47.6557,0.7124
2313,96.375,7.9867,39.7012
2314,96.417,7.7453,0.2925
2315,96.458,10.4488,2.7092
2316,96.500,94.4606,84.0655
2317,96.542,94.2754,1.9931
2318,96.583,8.9280,85.3971
2319,96.625,8.2675,0.6714
2320,96.667,12.0737,3.8092
2321,96.708,12.2126,0.1520
2322,96.750,17.7271,8.8147
2323,96.792,17.7511,0.1795
2324,96.833,107.8484,90.7009
2325,96.875,119.9557,12.1370
2326,96.917,119.4562,2.2045
2327,96.958,11.6891,107.7682
2328,97.000,12.3039,0.6398
2329,97.042,12.5719,8.2027
2330,97.083,12.6187,0.1234
2331,97.125,18.1055,11.5909
2332,97.167,13.3680,4.7421
2333,97.208,13.3454,0.1222
2334,97.250,16.3040,13.5054
2335,97.292,16.3007,0.1291
2336,97.333,25.7020,15.2829
2337,97.375,26.0249,0.5402
2338,97.417,18.7751,7.2505
2339,97.458,12.7993,16.0956
2340,97.500,12.7980,0.0730
2341,97.542,8.5759,7.1593
2342,97.583,8.5931,0.0452
2343,97.625,8.5923,0.0280
2344,97.667,8.5772,0.0303
2345,97.708,10.4474,5.3040
2346,97.750,8.9574,4.9929
2347,97.792,8.9733,0.0608
2348,97.833,11.6677,5.2813
2349,97.875,11.5033,0.2549
2350,97.917,11.8752,0.4519
2351,97.958,12.0647,1.0071
2352,98.000,11.2326,5.3891
2353,98.042,11.7771,4.0165
2354,98.083,11.7438,0.1495
2355,98.125,15.1488,3.5444
2356,98.167,15.1701,0.0876
2357,98.208,9.6863,9.3575
2358,98.250,9.5670,0.1933
2359,98.292,10.2461,5.4014
2360,98.333,10.3125,0.0915
2361,98.375,10.8681,0.7872
2362,98.417,8.7301,6.3286
2363,98.458,8.9223,0.2723
2364,98.500,13.6369,6.9789
2365,98.542,13.8446,0.2663
2366,98.583,12.1180,7.5581
2367,98.625,12.3077,0.2309
2368,98.667,12.4306,0.1605
2369,98.708,41.9191,34.6642
2370,98.750,41.7502,1.1166
2371,98.792,61.3518,21.0876
2372,98.833,61.0331,0.8656
2373,98.875,48.7669,12.2685
2374,98.917,48.9429,0.9076
2375,98.958,43.2335,6.3106
2376,99.000,45.7927,6.3006
2377,99.042,45.8182,0.0702
2378,99.083,40.0876,5.7439
2379,99.125,39.8198,0.4472
2380,99.167,32.7770,11.7045
2381,99.208,32.8406,0.4671
2382,99.250,9.9283,22.9408
2383,99.292,13.6442,3.9217
2384,99.333,13.3036,0.4220
2385,99.375,12.4653,0.8755
2386,99.417,12.6059,0.3563
2387,99.458,13.3854,1.5973
2388,99.500,13.3451,0.1678
2389,99.542,13.9507,1.2537
2390,99.583,13.9530,0.1182
2391,99.625,11.9279,2.0385
2392,99.667,15.0223,3.6507
2393,99.708,15.0324,0.1435
2394,99.750,14.8971,1.8931
2395,99.792,14.5333,0.5023
2396,99.833,13.2889,1.2553
2397,99.875,13.4323,0.3068
2398,99.917,17.2569,4.1088
2399,99.958,17.4421,3.4171
2400,100.000,17.4295,0.0551
2401,100.042,12.4607,4.9712
2402,100.083,12.3838,0.3571
2403,100.125,20.2679,8.0897
2404,100.167,20.3222,0.1427
2405,100.208,18.8799,3.0850
2406,100.250,14.6088,4.7152
2407,100.292,14.3809,0.3702
2408,100.333,14.3749,0.0364
2409,100.375,14.1523,0.2632
2410,100.417,9.3115,7.4436
2411,100.458,9.4511,0.3049
2412,100.500,7.3074,2.3789
2413,100.542,7.4830,0.1949
2414,100.583,7.6084,0.1602
2415,100.625,14.8712,7.3109
2416,100.667,14.8730,0.0051
2417,100.708,22.1889,10.5782
2418,100.750,22.2143,0.0817
2419,100.792,21.3845,0.9598
2420,100.833,36.7862,21.1242
2421,100.875,36.8698,0.1568
2422,100.917,39.7738,14.3105
2423,100.958,39.8118,0.1648
2424,101.000,36.4398,16.3906
2425,101.042,35.9966,0.6639
2426,101.083,34.4210,1.6302
2427,101.125,34.3247,0.4399
2428,101.167,39.8525,15.7001
2429,101.208,38.9103,21.9584
2430,101.250,38.6423,0.3600
2431,101.292,37.8313,0.8599
2432,101.333,37.7936,0.1705
2433,101.375,32.2145,18.1156
2434,101.417,32.2435,0.5369
2435,101.458,8.7503,25.0480
2436,101.500,8.9002,0.1691
2437,101.542,8.8396,0.1169
2438,101.583,12.9622,6.5147
2439,101.625,12.9642,0.0833
2440,101.667,12.7837,9.0693
2441,101.708,12.8491,0.2369
2442,101.750,36.4775,25.9471
2443,101.792,52.2555,16.9454
2444,101.833,52.1394,0.6939
2445,101.875,8.6796,43.5216
2446,101.917,8.6110,0.0972
2447,101.958,15.7030,7.2736
2448,102.000,15.7072,0.0232
2449,102.042,25.7945,10.2236
2450,102.083,45.2751,26.1603
2451,102.125,44.9857,1.1570
2452,102.167,51.8162,15.4465
2453,102.208,52.1353,0.4486
2454,102.250,47.1134,5.2687
2455,102.292,47.2211,0.1871
2456,102.333,29.4873,40.8990
2457,102.375,29.5590,0.2013
2458,102.417,34.5844,7.2142
2459,102.458,28.5639,7.0841
2460,102.500,28.6693,0.3279
2461,102.542,32.8445,4.1902
2462,102.583,32.8248,0.1201
2463,102.625,52.4032,19.9930
2464,102.667,52.3905,0.0760
2465,102.708,51.7553,4.5427
2466,102.750,51.0719,0.8302
2467,102.792,51.3065,0.3797
2468,102.833,36.0427,15.3644
2469,102.875,36.0388,0.1255
2470,102.917,44.6587,8.9393
2471,102.958,44.6428,0.1531
2472,103.000,38.6255,6.0188
2473,103.042,44.9397,7.7719
2474,103.083,44.8848,0.1555
2475,103.125,54.7501,10.2551
2476,103.167,54.7518,0.2485
2477,103.208,45.7944,11.4567
2478,103.250,45.8245,0.1239
2479,103.292,38.9178,6.9387
2480,103.333,45.9535,7.7763
2481,103.375,45.9155,0.2385
2482,103.417,41.2627,9.8396
2483,103.458,41.2992,0.2015
2484,103.500,36.3748,4.9348
2485,103.542,36.3600,0.2887
2486,103.583,32.0889,15.6057
2487,103.625,53.7900,29.4183
2488,103.667,54.0446,0.3707
2489,103.708,54.7402,1.2162
2490,103.750,54.6543,0.1619
2491,103.792,65.7062,15.8592
2492,103.833,65.7361,0.3634
2493,103.875,60.2303,13.8211
2494,103.917,60.1866,0.2845
2495,103.958,89.0678,29.4509
2496,104.000,89.0914,0.3569
2497,104.042,88.8672,0.4398
2498,104.083,93.2655,16.3819
2499,104.125,93.0320,1.0009
2500,104.167,73.8357,24.8472
2501,104.208,73.8760,0.3329
2502,104.250,64.9166,9.1089
2503,104.292,79.9381,16.9096
2504,104.333,79.9351,0.0998
2505,104.375,78.0591,11.4438
2506,104.417,78.1503,0.2313
2507,104.458,77.7228,0.6452
2508,104.500,77.7461,0.2693
2509,104.542,121.2315,43.7220
2510,104.583,122.4099,14.3880
2511,104.625,122.3371,0.6569
2512,104.667,103.2948,22.1823
2513,104.708,103.3195,0.0473
2514,104.750,103.3501,0.0610
2515,104.792,103.4453,0.1150
2516,104.833,105.5962,13.4967
2517,104.875,92.9731,16.8981
2518,104.917,93.0533,0.1281
2519,104.958,94.4961,1.4970
2520,105.000,95.3884,0.9651
2521,105.042,83.8153,16.9244
2522,105.083,83.7740,0.2068
2523,105.125,83.5686,9.1454
2524,105.167,83.4856,0.4985
2525,105.208,100.1254,16.6416
2526,105.250,52.4768,47.9045
2527,105.292,52.4609,0.3720
2528,105.333,48.6117,7.8595
2529,105.375,48.6293,1.0127
2530,105.417,68.8033,20.1800
2531,105.458,68.9661,0.7006
2532,105.500,50.6020,19.9869
2533,105.542,51.7094,15.7014
2534,105.583,51.5741,1.0502
2535,105.625,29.3315,28.0040
2536,105.667,29.3072,0.1419
2537,105.708,29.6220,0.5196
2538,105.750,29.4729,0.2601
2539,105.792,11.9406,17.5447
2540,105.833,7.2911,4.7327
2541,105.875,7.9904,1.1370
2542,105.917,10.1126,2.4222
