seconds,rms_dbfs,first_difference_db,positive_db_rise
88.000,-13.69206,-27.31827,0.00000
88.010,-12.66755,-27.13951,1.20327
88.020,-12.30677,-26.51281,0.98749
88.030,-12.07881,-25.69171,1.04905
88.040,-11.86372,-25.54675,0.36006
88.050,-11.76178,-25.94739,0.10194
88.060,-11.59430,-25.75010,0.36477
88.070,-11.96462,-26.14547,0.00000
88.080,-12.41901,-26.30254,0.00000
88.090,-12.23071,-26.05822,0.43262
88.100,-12.24739,-26.59631,0.00000
88.110,-12.49057,-26.32544,0.27087
88.120,-12.17332,-26.34331,0.31725
88.130,-12.51088,-26.84669,0.00000
88.140,-12.39008,-26.41847,0.54902
88.150,-11.88740,-25.77157,1.14958
88.160,-12.12616,-25.51335,0.25821
88.170,-12.71353,-25.78805,0.00000
88.180,-13.21601,-25.30883,0.47923
88.190,-12.74489,-24.68483,1.09511
88.200,-11.99865,-24.00084,1.43023
88.210,-11.97833,-23.62841,0.39274
88.220,-12.19108,-23.87407,0.00000
88.230,-12.45106,-23.97323,0.00000
88.240,-13.16907,-23.60197,0.37127
88.250,-13.55028,-23.46114,0.14082
88.260,-13.46803,-23.70573,0.08226
88.270,-13.84763,-23.81005,0.00000
88.280,-14.59506,-24.48986,0.00000
88.290,-15.06894,-25.95263,0.00000
88.300,-15.08662,-27.44738,0.00000
88.310,-15.73466,-28.39555,0.00000
88.320,-15.94130,-29.87087,0.00000
88.330,-16.05799,-31.63400,0.00000
88.340,-16.34246,-33.02715,0.00000
88.350,-17.09395,-34.37130,0.00000
88.360,-18.15246,-36.02354,0.00000
88.370,-18.12248,-37.29465,0.02998
88.380,-18.21671,-37.59044,0.00000
88.390,-18.31234,-37.55683,0.03361
88.400,-19.17607,-37.68136,0.00000
88.410,-19.15591,-38.12210,0.02016
88.420,-18.93937,-38.63528,0.21653
88.430,-19.29357,-39.08790,0.00000
88.440,-19.69528,-38.56938,0.51852
88.450,-19.89531,-38.27087,0.29851
88.460,-19.65919,-39.30947,0.23612
88.470,-20.16843,-39.56327,0.00000
88.480,-20.36327,-38.83782,0.72546
88.490,-20.65593,-39.14923,0.00000
88.500,-20.68313,-39.59199,0.00000
88.510,-21.15683,-40.22903,0.00000
88.520,-21.94480,-41.28819,0.00000
88.530,-21.32050,-37.54211,4.37037
88.540,-20.19162,-31.75093,6.92006
88.550,-17.75722,-27.11543,7.06989
88.560,-16.10271,-24.29281,4.47714
88.570,-15.90632,-22.90822,1.58097
88.580,-14.80434,-22.62434,1.38587
88.590,-12.06708,-22.53431,2.82728
88.600,-10.51690,-22.93638,1.55018
88.610,-10.61811,-24.30948,0.00000
88.620,-11.49335,-25.59715,0.00000
88.630,-11.96646,-26.51218,0.00000
88.640,-12.11468,-27.15043,0.00000
88.650,-12.84707,-27.51832,0.00000
88.660,-13.89250,-27.62865,0.00000
88.670,-13.77041,-27.90625,0.12208
88.680,-13.58888,-27.84630,0.24148
88.690,-13.77856,-27.67825,0.16804
88.700,-13.80021,-27.89786,0.00000
88.710,-14.07831,-27.93959,0.00000
88.720,-14.56974,-27.95188,0.00000
88.730,-14.60415,-28.05480,0.00000
88.740,-14.17879,-28.28329,0.42536
88.750,-13.97733,-28.39137,0.20146
88.760,-14.34956,-28.36406,0.02732
88.770,-14.42051,-28.55855,0.00000
88.780,-14.26619,-28.57785,0.15432
88.790,-14.42064,-28.35616,0.22169
88.800,-14.51377,-28.40149,0.00000
88.810,-14.98760,-29.22235,0.00000
88.820,-14.79798,-29.07629,0.33568
88.830,-14.62250,-28.32073,0.93103
88.840,-14.97681,-28.24298,0.07775
88.850,-15.40238,-28.01214,0.23084
88.860,-16.19771,-28.08365,0.00000
88.870,-16.25953,-27.88180,0.20185
88.880,-15.73970,-27.68528,0.71635
88.890,-15.77680,-28.03305,0.00000
88.900,-16.65538,-28.53414,0.00000
88.910,-17.26266,-29.04333,0.00000
88.920,-16.46846,-28.86509,0.97245
88.930,-16.63748,-29.03395,0.00000
88.940,-17.12029,-29.87889,0.00000
88.950,-16.96839,-29.31829,0.71250
88.960,-16.45235,-28.49465,1.33968
88.970,-16.33592,-28.61191,0.11643
88.980,-16.57910,-28.73922,0.00000
88.990,-16.13064,-28.83320,0.44847
89.000,-16.00701,-28.80116,0.15567
89.010,-16.00302,-28.85034,0.00399
89.020,-15.75799,-28.78386,0.31151
89.030,-15.85587,-28.34262,0.44124
89.040,-16.17648,-28.50520,0.00000
89.050,-16.49642,-28.85879,0.00000
89.060,-16.77026,-28.91179,0.00000
89.070,-17.18843,-28.88699,0.02480
89.080,-17.10758,-28.92102,0.08085
89.090,-16.74224,-28.57420,0.71216
89.100,-16.54371,-28.39794,0.37479
89.110,-16.69025,-28.47235,0.00000
89.120,-16.61811,-28.37766,0.16684
89.130,-16.56868,-28.50052,0.04943
89.140,-16.71648,-28.50023,0.00030
89.150,-16.65708,-28.26915,0.29048
89.160,-16.80820,-28.09905,0.17010
89.170,-16.50999,-28.23644,0.29821
89.180,-16.59880,-28.57678,0.00000
89.190,-16.16906,-27.98452,1.02199
89.200,-15.65742,-27.52357,0.97259
89.210,-15.59199,-27.92928,0.06543
89.220,-14.34727,-27.68685,1.48716
89.230,-14.01537,-27.04144,0.97730
89.240,-13.87537,-26.88912,0.29231
89.250,-13.35450,-26.81704,0.59295
89.260,-13.23335,-26.56714,0.37106
89.270,-13.27431,-26.18165,0.38549
89.280,-13.62861,-26.33673,0.00000
89.290,-13.76390,-26.43067,0.00000
89.300,-13.48715,-26.34031,0.36711
89.310,-13.29504,-26.38848,0.19211
89.320,-13.35969,-26.42652,0.00000
89.330,-13.45359,-26.58230,0.00000
89.340,-13.57327,-26.98647,0.00000
89.350,-13.54737,-27.09991,0.02589
89.360,-13.83914,-26.95909,0.14082
89.370,-14.28338,-26.82794,0.13115
89.380,-14.51729,-26.36226,0.46568
89.390,-14.58850,-26.46165,0.00000
89.400,-14.80600,-27.41184,0.00000
89.410,-15.05573,-27.84994,0.00000
89.420,-14.70048,-27.66454,0.54065
89.430,-14.46575,-27.71812,0.23473
89.440,-14.10411,-27.43728,0.64248
89.450,-13.74460,-27.38695,0.40984
89.460,-13.48346,-27.25343,0.39466
89.470,-13.20090,-26.98661,0.54939
89.480,-13.06897,-26.61444,0.50409
89.490,-12.74639,-26.10156,0.83546
89.500,-12.61872,-26.28421,0.12768
89.510,-12.77219,-26.62584,0.00000
89.520,-12.95041,-26.65838,0.00000
89.530,-13.20138,-26.57957,0.07881
89.540,-13.16453,-26.01426,0.60216
89.550,-12.86937,-25.44024,0.86918
89.560,-12.66697,-25.71378,0.20241
89.570,-12.92432,-26.52759,0.00000
89.580,-13.48362,-27.11556,0.00000
89.590,-13.98608,-27.32368,0.00000
89.600,-14.51497,-27.46115,0.00000
89.610,-15.11281,-27.57044,0.00000
89.620,-14.77612,-26.95394,0.95319
89.630,-14.38031,-26.13648,1.21327
89.640,-14.00571,-25.45982,1.05126
89.650,-12.85989,-25.03335,1.57229
89.660,-13.34621,-25.25293,0.00000
89.670,-15.19611,-26.23018,0.00000
89.680,-15.97959,-26.80066,0.00000
89.690,-15.79154,-26.89330,0.18805
89.700,-14.59277,-26.50309,1.58897
89.710,-13.79575,-26.34578,0.95434
89.720,-13.10942,-26.04931,0.98280
89.730,-13.10586,-25.98918,0.06369
89.740,-13.81790,-27.01411,0.00000
89.750,-14.04294,-27.96274,0.00000
89.760,-14.94446,-28.96922,0.00000
89.770,-15.18981,-28.44618,0.52304
89.780,-14.27969,-27.43507,1.92122
89.790,-14.54634,-27.18096,0.25411
89.800,-14.64633,-26.78529,0.39567
89.810,-12.68243,-25.75092,2.99827
89.820,-12.01630,-25.31900,1.09804
89.830,-12.74229,-25.37491,0.00000
89.840,-13.19749,-25.24101,0.13390
89.850,-13.51805,-25.43014,0.00000
89.860,-13.38650,-25.18225,0.37943
89.870,-12.96244,-24.80806,0.79826
89.880,-13.11427,-25.01030,0.00000
89.890,-13.55766,-25.33922,0.00000
89.900,-13.25528,-25.50485,0.30238
89.910,-13.30369,-25.82137,0.00000
89.920,-13.37531,-25.59073,0.23064
89.930,-13.06954,-25.30806,0.58844
89.940,-13.02105,-25.47176,0.04850
89.950,-13.10984,-25.66275,0.00000
89.960,-13.61972,-26.01343,0.00000
89.970,-13.73284,-26.08915,0.00000
89.980,-13.33353,-25.68529,0.80316
89.990,-12.63762,-25.17867,1.20253
90.000,-12.32366,-24.77731,0.71532
90.010,-12.91644,-25.00583,0.00000
90.020,-13.41648,-25.59333,0.00000
90.030,-13.27098,-25.66317,0.14551
90.040,-13.81086,-25.78621,0.00000
90.050,-14.05098,-25.96169,0.00000
90.060,-13.48191,-26.17035,0.56907
90.070,-13.07822,-25.94783,0.62621
90.080,-13.04820,-25.83591,0.14194
90.090,-14.37725,-26.57747,0.00000
90.100,-14.68978,-26.50244,0.07503
90.110,-13.89664,-26.20609,1.08950
90.120,-13.72465,-26.37556,0.17199
90.130,-14.02392,-26.66407,0.00000
90.140,-14.97093,-27.11108,0.00000
90.150,-14.56171,-26.95627,0.56403
90.160,-14.23505,-26.90166,0.38127
90.170,-14.68577,-26.65494,0.24672
90.180,-14.72326,-26.61719,0.03775
90.190,-14.55251,-27.02643,0.17074
90.200,-14.37477,-26.95448,0.24970
90.210,-13.88677,-26.32531,1.11716
90.220,-13.67321,-25.98062,0.55825
90.230,-13.52526,-25.90314,0.22543
90.240,-13.55514,-25.93252,0.00000
90.250,-13.97416,-26.23772,0.00000
90.260,-14.27666,-26.48734,0.00000
90.270,-14.73005,-26.40825,0.07909
90.280,-14.61948,-25.98638,0.53244
90.290,-14.54754,-25.44828,0.61004
90.300,-14.54314,-25.13968,0.31300
90.310,-14.17512,-25.16316,0.36801
90.320,-14.40093,-24.93214,0.23101
90.330,-14.16110,-24.79774,0.37424
90.340,-13.75883,-24.90346,0.40227
90.350,-13.78317,-25.08260,0.00000
90.360,-14.15439,-25.46709,0.00000
90.370,-14.50361,-25.54025,0.00000
90.380,-14.28245,-25.71658,0.22116
90.390,-14.32709,-26.37314,0.00000
90.400,-10.95272,-21.48281,8.26470
90.410,-8.87343,-17.84072,5.72137
90.420,-6.90984,-16.39210,3.41221
90.430,-5.65588,-17.03374,1.25396
90.440,-6.07321,-19.02561,0.00000
90.450,-4.90895,-20.86698,1.16425
90.460,-5.29906,-21.87395,0.00000
90.470,-6.48316,-21.57408,0.29987
90.480,-5.24082,-22.15363,1.24234
90.490,-5.23393,-22.69517,0.00689
90.500,-5.82173,-22.39388,0.30128
90.510,-6.37284,-22.27293,0.12095
90.520,-6.13368,-22.95323,0.23916
90.530,-4.56287,-23.86716,1.57081
90.540,-4.10860,-23.95952,0.45427
90.550,-5.70967,-23.50456,0.45496
90.560,-6.06992,-23.46279,0.04177
90.570,-6.21496,-23.33369,0.12910
90.580,-8.53660,-22.78224,0.55145
90.590,-10.58405,-22.31392,0.46832
90.600,-9.32091,-20.96568,2.61138
90.610,-8.17672,-20.39080,1.71908
90.620,-9.39075,-21.61665,0.00000
90.630,-8.98032,-22.60253,0.41044
90.640,-8.04010,-22.54468,0.99806
90.650,-8.30369,-22.55384,0.00000
90.660,-8.12159,-22.89870,0.18210
90.670,-8.95250,-23.33849,0.00000
90.680,-9.24285,-23.58449,0.00000
90.690,-8.30104,-23.54295,0.98335
90.700,-8.18030,-20.64221,3.02148
90.710,-7.82031,-19.26054,1.74166
90.720,-8.61576,-20.21264,0.00000
90.730,-9.33301,-21.50033,0.00000
90.740,-8.41223,-22.55332,0.92078
90.750,-8.71648,-23.20769,0.00000
90.760,-8.28584,-23.42815,0.43064
90.770,-8.06261,-23.79316,0.22324
90.780,-8.45477,-24.22913,0.00000
90.790,-7.93310,-24.41430,0.52167
90.800,-8.01832,-21.93148,2.48282
90.810,-8.14960,-21.04231,0.88917
90.820,-7.19524,-21.90601,0.95436
90.830,-7.36725,-22.57048,0.00000
90.840,-5.99109,-24.04830,1.37616
90.850,-5.51874,-25.52140,0.47235
90.860,-5.28689,-26.26371,0.23185
90.870,-5.25785,-26.19062,0.10212
90.880,-6.43222,-26.16942,0.02120
90.890,-5.47581,-26.56920,0.95642
90.900,-4.93096,-26.28687,0.82717
90.910,-5.52350,-26.02370,0.26317
90.920,-5.74751,-26.14447,0.00000
90.930,-5.71560,-25.81718,0.35920
90.940,-8.00472,-24.80068,1.01650
90.950,-10.13976,-24.04087,0.75981
90.960,-7.97465,-24.30079,2.16510
90.970,-6.84478,-24.70007,1.12988
90.980,-7.74363,-24.85463,0.00000
90.990,-7.55951,-24.94335,0.18412
91.000,-6.72822,-22.53101,3.24363
91.010,-7.47106,-21.42588,1.10514
91.020,-8.18436,-22.97621,0.00000
91.030,-9.43532,-24.70900,0.00000
91.040,-9.45815,-25.25456,0.00000
91.050,-8.35661,-25.86390,1.10155
91.060,-8.07742,-25.15642,0.98666
91.070,-7.52264,-24.18120,1.53001
91.080,-8.21531,-24.60816,0.00000
91.090,-9.26800,-25.23193,0.00000
91.100,-7.76883,-25.13901,1.59210
91.110,-7.62130,-25.44390,0.14753
91.120,-8.07109,-25.57196,0.00000
91.130,-8.02692,-25.20273,0.41340
91.140,-8.55323,-24.66820,0.53453
91.150,-7.74002,-24.74444,0.81320
91.160,-7.89288,-24.62396,0.12048
91.170,-7.85265,-24.28468,0.37950
91.180,-7.02787,-24.51220,0.82478
91.190,-7.58137,-25.13781,0.00000
91.200,-7.09765,-19.46766,6.15388
91.210,-7.40610,-17.87459,1.59307
91.220,-7.92042,-19.77257,0.00000
91.230,-7.33346,-21.77378,0.58696
91.240,-6.62163,-23.88116,0.71183
91.250,-4.65820,-25.43587,1.96343
91.260,-4.74042,-25.63637,0.00000
91.270,-5.83817,-25.49507,0.14130
91.280,-5.01979,-26.25233,0.81838
91.290,-5.11044,-26.28060,0.00000
91.300,-7.28294,-25.74783,0.53277
91.310,-8.45014,-25.01402,0.73381
91.320,-6.27133,-25.21732,2.17881
91.330,-5.09309,-26.52454,1.17824
91.340,-5.42422,-27.07604,0.00000
91.350,-5.08470,-26.63670,0.77886
91.360,-4.75250,-25.88260,1.08629
91.370,-6.02832,-25.34376,0.53884
91.380,-7.08814,-25.81796,0.00000
91.390,-8.41044,-26.68961,0.00000
91.400,-10.05086,-22.74183,3.94779
91.410,-9.15829,-21.39498,2.23942
91.420,-8.75657,-22.91996,0.40172
91.430,-8.21291,-24.10894,0.54365
91.440,-8.75244,-25.03845,0.00000
91.450,-10.17853,-25.39113,0.00000
91.460,-8.72494,-24.87977,1.96495
91.470,-8.61017,-24.94252,0.11477
91.480,-8.40272,-24.90397,0.24600
91.490,-8.45933,-24.77541,0.12857
91.500,-9.09136,-20.62934,4.14607
91.510,-7.77569,-20.17812,1.76688
91.520,-7.02638,-23.68605,0.74931
91.530,-5.99163,-25.29277,1.03474
91.540,-6.32046,-26.23045,0.00000
91.550,-6.40230,-26.48547,0.00000
91.560,-5.31181,-26.58742,1.09048
91.570,-5.09543,-26.61128,0.21639
91.580,-6.35991,-26.87985,0.00000
91.590,-8.36682,-26.12827,0.75157
91.600,-6.78947,-22.78104,4.92458
91.610,-4.73272,-21.36967,3.46813
91.620,-4.87255,-21.77760,0.00000
91.630,-6.35392,-22.44166,0.00000
91.640,-5.72946,-23.54108,0.62445
91.650,-5.99070,-24.42928,0.00000
91.660,-8.70389,-24.63848,0.00000
91.670,-10.66852,-24.84304,0.00000
91.680,-9.58613,-25.15630,1.08238
91.690,-7.97344,-25.13602,1.63298
91.700,-8.21286,-24.91330,0.22271
91.710,-8.43714,-24.90951,0.00380
91.720,-7.86410,-26.02021,0.57304
91.730,-8.72798,-26.70302,0.00000
91.740,-7.79747,-26.46679,1.16674
91.750,-7.62214,-26.24230,0.39981
91.760,-9.08756,-25.81782,0.42448
91.770,-7.84739,-25.72364,1.33435
91.780,-8.01935,-25.57063,0.15301
91.790,-7.57914,-26.07161,0.44021
91.800,-7.52186,-19.74497,6.38392
91.810,-9.02852,-18.36961,1.37537
91.820,-7.47277,-21.67882,1.55575
91.830,-6.42870,-24.91001,1.04407
91.840,-5.44684,-25.94562,0.98187
91.850,-5.55280,-26.72623,0.00000
91.860,-6.14232,-26.84894,0.00000
91.870,-6.52871,-26.42723,0.42172
91.880,-7.39896,-26.45193,0.00000
91.890,-5.53687,-27.61608,1.86209
91.900,-4.28202,-27.66710,1.25485
91.910,-5.43431,-26.84078,0.82632
91.920,-7.11387,-25.76180,1.07897
91.930,-7.01659,-25.48310,0.37597
91.940,-7.04110,-26.17123,0.00000
91.950,-8.44768,-26.24013,0.00000
91.960,-8.76318,-26.97581,0.00000
91.970,-6.19275,-28.59132,2.57043
91.980,-6.19472,-29.16991,0.00000
91.990,-8.39279,-28.96177,0.20813
92.000,-8.45789,-24.37260,4.58917
92.010,-8.11188,-22.92415,1.79447
92.020,-7.72038,-23.64172,0.39149
92.030,-7.19529,-24.63694,0.52510
92.040,-6.43327,-27.37440,0.76202
92.050,-4.98240,-29.96307,1.45087
92.060,-4.69447,-31.30027,0.28794
92.070,-5.53721,-31.35289,0.00000
92.080,-5.35081,-30.36086,1.17843
92.090,-5.13476,-29.66556,0.91135
92.100,-6.49588,-29.24256,0.42301
92.110,-7.33109,-29.30757,0.00000
92.120,-6.72619,-30.54228,0.60490
92.130,-7.23518,-30.40659,0.13570
92.140,-6.97524,-29.39050,1.27602
92.150,-5.03148,-29.82846,1.94376
92.160,-5.01892,-30.16734,0.01255
92.170,-6.89169,-29.51304,0.65429
92.180,-7.02080,-29.38147,0.13157
92.190,-7.08693,-29.13564,0.24584
92.200,-8.74063,-22.73257,6.40306
92.210,-9.81233,-21.50106,1.23151
92.220,-10.17209,-24.57124,0.00000
92.230,-9.20881,-27.21826,0.96327
92.240,-9.15500,-27.91483,0.05381
92.250,-10.53979,-28.33978,0.00000
92.260,-10.59798,-28.35501,0.00000
92.270,-10.09298,-27.71642,1.14358
92.280,-9.86564,-28.07284,0.22735
92.290,-10.23657,-29.70244,0.00000
92.300,-11.96244,-22.35062,7.35182
92.310,-10.68310,-19.97313,3.65684
92.320,-9.72957,-20.87073,0.95352
92.330,-10.16037,-22.75898,0.00000
92.340,-10.55492,-26.17864,0.00000
92.350,-12.47449,-28.98245,0.00000
92.360,-11.09672,-28.76511,1.59511
92.370,-10.02565,-25.80053,4.03565
92.380,-10.94104,-22.98879,2.81175
92.390,-10.29165,-21.37429,2.26389
92.400,-8.54862,-20.26950,2.84782
92.410,-7.86092,-20.54016,0.68770
92.420,-7.39370,-19.76680,1.24058
92.430,-6.48340,-19.14618,1.53092
92.440,-6.18147,-19.62437,0.30193
92.450,-5.33243,-19.56354,0.90987
92.460,-4.49851,-20.12179,0.83391
92.470,-4.61304,-20.60428,0.00000
92.480,-5.72347,-20.34495,0.25933
92.490,-6.94826,-19.77681,0.56814
92.500,-6.47414,-19.33732,0.91361
92.510,-4.90902,-20.24801,1.56512
92.520,-4.40684,-21.31643,0.50219
92.530,-5.41286,-20.59741,0.71902
92.540,-5.86490,-20.21834,0.37907
92.550,-6.19144,-19.74275,0.47559
92.560,-8.73728,-19.66592,0.07683
92.570,-12.44898,-19.99181,0.00000
92.580,-11.80004,-19.41686,1.22389
92.590,-9.28096,-20.73699,2.51908
92.600,-8.60355,-21.70854,0.67741
92.610,-9.79972,-21.05387,0.65467
92.620,-9.24200,-22.68955,0.55772
92.630,-8.70495,-23.61994,0.53705
92.640,-8.80895,-23.69198,0.00000
92.650,-8.86889,-23.73263,0.00000
92.660,-10.57195,-24.11578,0.00000
92.670,-10.12162,-24.38102,0.45032
92.680,-9.26547,-24.09536,1.14181
92.690,-9.78000,-23.88969,0.20567
92.700,-9.89852,-23.73531,0.15438
92.710,-10.74829,-23.46785,0.26745
92.720,-9.93704,-23.41984,0.85926
92.730,-9.54603,-23.33790,0.47295
92.740,-10.28171,-23.07757,0.26033
92.750,-9.81049,-23.26729,0.47121
92.760,-9.75762,-23.19972,0.12046
92.770,-9.31249,-23.71728,0.44512
92.780,-9.22102,-25.49965,0.09148
92.790,-10.37149,-25.73930,0.00000
92.800,-8.79578,-19.15437,8.16065
92.810,-7.43343,-17.52188,2.99483
92.820,-7.21591,-19.13409,0.21752
92.830,-6.99746,-20.93651,0.21845
92.840,-6.07583,-23.31333,0.92163
92.850,-5.29753,-25.33198,0.77830
92.860,-4.48763,-26.18167,0.80990
92.870,-4.70258,-26.03916,0.14251
92.880,-6.84607,-25.97225,0.06691
92.890,-7.10871,-26.13373,0.00000
92.900,-6.59239,-26.43379,0.51632
92.910,-6.44189,-26.68485,0.15049
92.920,-6.05871,-26.69042,0.38319
92.930,-5.92962,-26.74366,0.12909
92.940,-6.11100,-27.02510,0.00000
92.950,-6.23315,-27.36026,0.00000
92.960,-6.76607,-27.68861,0.00000
92.970,-7.38793,-27.48521,0.20341
92.980,-8.36265,-27.14188,0.34333
92.990,-9.41707,-26.49509,0.64679
93.000,-9.35119,-20.54008,6.02090
93.010,-10.31350,-19.16763,1.37245
93.020,-10.38876,-19.95813,0.00000
93.030,-9.96987,-18.90793,1.46909
93.040,-9.47015,-17.55096,1.85669
93.050,-9.60461,-16.69725,0.85371
93.060,-9.95641,-16.73006,0.00000
93.070,-9.75886,-16.65007,0.27755
93.080,-9.59657,-16.97042,0.16229
93.090,-9.66740,-17.33704,0.00000
93.100,-9.61890,-16.71553,0.67002
93.110,-9.13208,-16.69080,0.51154
93.120,-8.01090,-17.00018,1.12118
93.130,-6.46386,-17.37015,1.54704
93.140,-6.05921,-18.14371,0.40465
93.150,-5.37172,-18.63284,0.68749
93.160,-5.04418,-18.39083,0.56955
93.170,-5.80877,-18.67594,0.00000
93.180,-5.73288,-19.33382,0.07589
93.190,-5.16929,-19.67029,0.56358
93.200,-4.69802,-20.88894,0.47127
93.210,-4.93232,-21.78300,0.00000
93.220,-4.99424,-22.01831,0.00000
93.230,-4.84052,-22.97558,0.15372
93.240,-5.04121,-24.09863,0.00000
93.250,-5.40542,-25.14202,0.00000
93.260,-5.80350,-26.08728,0.00000
93.270,-6.47063,-26.40872,0.00000
93.280,-6.78620,-26.34554,0.06318
93.290,-7.49155,-26.56816,0.00000
93.300,-8.61100,-26.48236,0.08579
93.310,-9.06198,-26.41791,0.06446
93.320,-9.53338,-27.02316,0.00000
93.330,-9.82301,-27.44915,0.00000
93.340,-9.64972,-27.34185,0.28060
93.350,-9.24658,-27.16484,0.58014
93.360,-9.40169,-27.23487,0.00000
93.370,-9.90191,-27.51439,0.00000
93.380,-10.03828,-27.25086,0.26354
93.390,-9.95668,-26.83445,0.49801
93.400,-10.08801,-20.87358,5.96087
93.410,-9.54345,-20.07471,1.34343
93.420,-8.49443,-23.37925,1.04902
93.430,-6.81608,-23.25435,1.80326
93.440,-5.80538,-22.06913,2.19591
93.450,-5.59484,-21.34829,0.93138
93.460,-6.12137,-20.78484,0.56344
93.470,-6.04070,-20.75966,0.10585
93.480,-5.08028,-20.77936,0.96042
93.490,-4.92161,-20.05415,0.88388
93.500,-5.60877,-19.51030,0.54385
93.510,-6.39647,-19.63794,0.00000
93.520,-7.04809,-20.14844,0.00000
93.530,-6.79255,-20.47228,0.25554
93.540,-7.13731,-20.35855,0.11373
93.550,-7.34106,-20.33595,0.02261
93.560,-7.65735,-20.39970,0.00000
93.570,-8.16206,-21.23963,0.00000
93.580,-8.75496,-23.51390,0.00000
93.590,-9.48908,-26.31126,0.00000
93.600,-8.92347,-23.52300,3.35387
93.610,-8.64734,-21.70566,2.09347
93.620,-7.49111,-22.31945,1.15623
93.630,-6.31588,-23.74771,1.17522
93.640,-5.92528,-26.21517,0.39061
93.650,-4.73335,-28.13307,1.19192
93.660,-4.60029,-28.15548,0.13306
93.670,-6.25757,-27.62842,0.52706
93.680,-6.07322,-27.78685,0.18435
93.690,-4.84569,-28.28457,1.22754
93.700,-4.30882,-27.63564,1.18579
93.710,-5.01723,-26.66480,0.97084
93.720,-6.03834,-26.96468,0.00000
93.730,-5.68074,-27.79999,0.35760
93.740,-6.49264,-27.17029,0.62969
93.750,-8.12270,-26.59367,0.57663
93.760,-8.54602,-27.09158,0.00000
93.770,-10.00649,-26.75272,0.33886
93.780,-9.68542,-26.35494,0.71885
93.790,-9.28041,-26.86039,0.40501
93.800,-9.77913,-22.75269,4.10770
93.810,-8.75855,-21.57337,2.19990
93.820,-8.38645,-24.01694,0.37210
93.830,-8.84844,-26.24699,0.00000
93.840,-8.40955,-26.85528,0.43889
93.850,-9.03042,-26.86037,0.00000
93.860,-8.91796,-27.19829,0.11246
93.870,-8.50221,-27.46142,0.41575
93.880,-8.38223,-27.23937,0.34203
93.890,-7.75966,-27.45575,0.62257
93.900,-7.68279,-22.59557,4.93705
93.910,-7.85998,-20.39445,2.20112
93.920,-8.85669,-21.20197,0.00000
93.930,-7.44647,-23.12113,1.41021
93.940,-7.86459,-25.38128,0.00000
93.950,-8.22308,-26.75493,0.00000
93.960,-7.52741,-27.41207,0.69567
93.970,-7.39328,-27.54633,0.13413
93.980,-7.28350,-27.55388,0.10978
93.990,-8.06507,-27.95216,0.00000
94.000,-7.44658,-23.75361,4.81704
94.010,-7.63248,-22.53361,1.21999
94.020,-6.87293,-23.74447,0.75955
94.030,-5.94890,-24.54440,0.92402
94.040,-5.66728,-26.74302,0.28163
94.050,-5.19527,-28.26527,0.47201
94.060,-4.82672,-28.51372,0.36855
94.070,-4.51161,-29.06085,0.31511
94.080,-5.52495,-28.88105,0.17980
94.090,-7.91625,-28.05217,0.82888
94.100,-7.80160,-27.91743,0.24940
94.110,-6.50186,-28.81806,1.29974
94.120,-6.43727,-29.30388,0.06459
94.130,-5.18083,-29.64134,1.25645
94.140,-5.05109,-29.56142,0.20965
94.150,-5.68429,-29.61124,0.00000
94.160,-5.25651,-29.41190,0.62712
94.170,-6.51825,-28.74170,0.67020
94.180,-6.22614,-28.92071,0.29211
94.190,-6.41198,-28.74034,0.18037
94.200,-7.88478,-24.15844,4.58190
94.210,-7.67889,-22.90319,1.46113
94.220,-7.77325,-25.32279,0.00000
94.230,-7.85436,-27.66655,0.00000
94.240,-8.84760,-28.33209,0.00000
94.250,-8.41542,-28.56992,0.43218
94.260,-8.37297,-28.65981,0.04246
94.270,-8.11498,-29.05947,0.25799
94.280,-7.95350,-29.18713,0.16147
94.290,-8.13033,-28.95864,0.22849
94.300,-8.35119,-28.76138,0.19726
94.310,-8.91964,-28.46341,0.29798
94.320,-8.24266,-28.47441,0.67698
94.330,-8.93945,-28.22503,0.24937
94.340,-8.76380,-27.93457,0.46612
94.350,-8.63788,-27.87078,0.18970
94.360,-8.95485,-27.81420,0.05658
94.370,-8.48924,-27.99363,0.46562
94.380,-8.76106,-28.22518,0.00000
94.390,-8.69518,-28.32395,0.06588
94.400,-8.48753,-19.54782,8.98378
94.410,-8.31383,-17.84577,1.87575
94.420,-7.66703,-19.77602,0.64680
94.430,-7.30950,-21.80103,0.35753
94.440,-6.10747,-24.68755,1.20203
94.450,-4.52804,-26.71718,1.57943
94.460,-4.29824,-27.95537,0.22980
94.470,-5.52383,-28.34522,0.00000
94.480,-5.92437,-28.70978,0.00000
94.490,-5.24301,-29.22956,0.68136
94.500,-4.52548,-29.59676,0.71753
94.510,-4.83437,-29.61185,0.00000
94.520,-6.61385,-29.01394,0.59791
94.530,-6.31360,-28.80528,0.50891
94.540,-7.49968,-28.64262,0.16267
94.550,-9.86212,-28.58392,0.05870
94.560,-9.03887,-28.92577,0.82325
94.570,-9.65719,-28.63977,0.28600
94.580,-9.17884,-27.85398,1.26414
94.590,-7.89282,-27.45450,1.68551
94.600,-7.89071,-23.01074,4.44587
94.610,-7.41599,-21.92063,1.56483
94.620,-7.24185,-24.47831,0.17414
94.630,-8.11840,-26.90335,0.00000
94.640,-7.59232,-27.75739,0.52608
