seconds,rms_dbfs,first_difference_db,positive_db_rise
0.000,-120.00000,-120.00000,0.00000
0.010,-120.00000,-120.00000,0.00000
0.020,-120.00000,-120.00000,0.00000
0.030,-120.00000,-120.00000,0.00000
0.040,-120.00000,-120.00000,0.00000
0.050,-120.00000,-120.00000,0.00000
0.060,-120.00000,-120.00000,0.00000
0.070,-120.00000,-120.00000,0.00000
0.080,-120.00000,-120.00000,0.00000
0.090,-120.00000,-120.00000,0.00000
0.100,-120.00000,-120.00000,0.00000
0.110,-120.00000,-120.00000,0.00000
0.120,-120.00000,-120.00000,0.00000
0.130,-120.00000,-120.00000,0.00000
0.140,-120.00000,-120.00000,0.00000
0.150,-120.00000,-120.00000,0.00000
0.160,-120.00000,-120.00000,0.00000
0.170,-120.00000,-120.00000,0.00000
0.180,-120.00000,-120.00000,0.00000
0.190,-120.00000,-120.00000,0.00000
0.200,-120.00000,-120.00000,0.00000
0.210,-120.00000,-120.00000,0.00000
0.220,-120.00000,-120.00000,0.00000
0.230,-120.00000,-120.00000,0.00000
0.240,-120.00000,-120.00000,0.00000
0.250,-120.00000,-120.00000,0.00000
0.260,-120.00000,-120.00000,0.00000
0.270,-120.00000,-120.00000,0.00000
0.280,-120.00000,-120.00000,0.00000
0.290,-120.00000,-120.00000,0.00000
0.300,-120.00000,-120.00000,0.00000
0.310,-120.00000,-120.00000,0.00000
0.320,-120.00000,-120.00000,0.00000
0.330,-120.00000,-120.00000,0.00000
0.340,-120.00000,-120.00000,0.00000
0.350,-120.00000,-120.00000,0.00000
0.360,-120.00000,-120.00000,0.00000
0.370,-120.00000,-120.00000,0.00000
0.380,-120.00000,-120.00000,0.00000
0.390,-120.00000,-120.00000,0.00000
0.400,-120.00000,-120.00000,0.00000
0.410,-120.00000,-120.00000,0.00000
0.420,-120.00000,-120.00000,0.00000
0.430,-120.00000,-120.00000,0.00000
0.440,-120.00000,-120.00000,0.00000
0.450,-120.00000,-120.00000,0.00000
0.460,-120.00000,-120.00000,0.00000
0.470,-120.00000,-120.00000,0.00000
0.480,-120.00000,-120.00000,0.00000
0.490,-109.42279,-108.58119,21.99602
0.500,-101.77071,-101.92675,14.30652
0.510,-97.27120,-98.87176,7.55449
0.520,-92.68806,-97.41271,6.04219
0.530,-89.35345,-96.31664,4.43069
0.540,-87.58847,-95.47939,2.60223
0.550,-86.04735,-95.17541,1.84510
0.560,-84.87783,-94.39540,1.94952
0.570,-86.53323,-94.39237,0.00303
0.580,-87.18335,-94.13954,0.25283
0.590,-82.64012,-93.07451,5.60825
0.600,-83.09028,-95.03939,0.00000
0.610,-90.40502,-102.67547,0.00000
0.620,-120.00000,-120.00000,0.00000
0.630,-120.00000,-120.00000,0.00000
0.640,-120.00000,-120.00000,0.00000
0.650,-120.00000,-120.00000,0.00000
0.660,-120.00000,-120.00000,0.00000
0.670,-120.00000,-120.00000,0.00000
0.680,-120.00000,-120.00000,0.00000
0.690,-120.00000,-120.00000,0.00000
0.700,-120.00000,-120.00000,0.00000
0.710,-120.00000,-120.00000,0.00000
0.720,-120.00000,-120.00000,0.00000
0.730,-120.00000,-120.00000,0.00000
0.740,-120.00000,-120.00000,0.00000
0.750,-120.00000,-120.00000,0.00000
0.760,-120.00000,-120.00000,0.00000
0.770,-80.74399,-95.77796,63.47804
0.780,-63.67872,-72.05779,40.78545
0.790,-32.71838,-37.44340,65.57473
0.800,-11.30809,-29.85765,28.99605
0.810,-7.06298,-25.08997,9.01279
0.820,-6.89674,-23.31400,1.94221
0.830,-7.79858,-24.01822,0.00000
0.840,-8.12752,-26.04411,0.00000
0.850,-8.64297,-27.96214,0.00000
0.860,-9.66989,-29.49465,0.00000
0.870,-10.60633,-30.70025,0.00000
0.880,-11.70120,-31.89071,0.00000
0.890,-14.51024,-34.76143,0.00000
0.900,-15.81798,-30.92636,3.83507
0.910,-16.27658,-28.39361,2.53275
0.920,-17.70801,-30.64481,0.00000
0.930,-20.13014,-34.10834,0.00000
0.940,-20.65943,-33.12717,0.98117
0.950,-21.14011,-32.87196,0.25520
0.960,-21.33568,-32.58557,0.28640
0.970,-21.24217,-32.23422,0.44486
0.980,-21.66005,-32.47786,0.00000
0.990,-25.24887,-35.64974,0.00000
1.000,-24.02267,-31.30873,5.56721
1.010,-17.28700,-27.82879,10.21560
1.020,-17.16253,-29.64742,0.12447
1.030,-20.21753,-33.92389,0.00000
1.040,-19.66960,-32.34310,2.12870
1.050,-20.39056,-32.25968,0.08343
1.060,-21.23675,-32.67517,0.00000
1.070,-20.91995,-32.21606,0.77592
1.080,-21.02230,-31.79985,0.41621
1.090,-21.68565,-32.55868,0.00000
1.100,-21.50626,-34.35149,0.17938
1.110,-18.17431,-36.14995,3.33195
1.120,-18.07758,-37.66922,0.09673
1.130,-20.83649,-37.11404,0.55518
1.140,-22.33464,-35.89807,1.21597
1.150,-25.29077,-34.67933,1.21874
1.160,-28.32286,-32.53853,2.14080
1.170,-29.90085,-32.20412,0.33441
1.180,-30.46791,-33.22343,0.00000
1.190,-32.06302,-35.72436,0.00000
1.200,-11.54953,-32.24364,23.99421
1.210,-7.23196,-26.12047,10.44074
1.220,-6.88212,-23.70918,2.76113
1.230,-7.31010,-24.18315,0.00000
1.240,-7.74966,-26.43425,0.00000
1.250,-8.78579,-28.54977,0.00000
1.260,-10.00757,-30.45542,0.00000
1.270,-11.11252,-32.28353,0.00000
1.280,-12.28075,-33.42863,0.00000
1.290,-14.80662,-33.85909,0.00000
1.300,-15.61388,-34.22290,0.00000
1.310,-16.41135,-35.07474,0.00000
1.320,-17.83816,-35.41500,0.00000
1.330,-20.09437,-35.59633,0.00000
1.340,-21.71344,-35.75805,0.00000
1.350,-23.54787,-35.87245,0.00000
1.360,-24.31165,-36.78128,0.00000
1.370,-25.42493,-37.49336,0.00000
1.380,-26.42383,-37.47115,0.02221
1.390,-28.57952,-37.86284,0.00000
1.400,-25.59760,-34.77125,6.07352
1.410,-22.41894,-30.01602,7.93389
1.420,-23.37929,-30.27132,0.00000
1.430,-28.32230,-35.92391,0.00000
1.440,-30.83908,-39.76794,0.00000
1.450,-30.49632,-40.19101,0.34276
1.460,-29.61318,-39.78685,1.28730
1.470,-29.55686,-39.93246,0.05632
1.480,-30.39918,-40.87122,0.00000
1.490,-31.04176,-41.88487,0.00000
1.500,-30.01401,-42.13510,1.02774
1.510,-30.86028,-43.35858,0.00000
1.520,-35.15421,-46.35381,0.00000
1.530,-38.28979,-48.66671,0.00000
1.540,-41.33647,-51.39686,0.00000
1.550,-43.68980,-52.73327,0.00000
1.560,-44.57621,-51.95056,0.78271
1.570,-45.13682,-50.68832,1.26224
1.580,-44.19320,-49.21401,2.41793
1.590,-43.72566,-48.73910,0.94245
1.600,-11.17766,-32.57233,48.71477
1.610,-7.12760,-26.29090,10.33148
1.620,-7.14100,-23.98544,2.30546
1.630,-7.83632,-24.51843,0.00000
1.640,-8.31875,-26.92928,0.00000
1.650,-9.73214,-29.61863,0.00000
1.660,-10.64197,-32.33248,0.00000
1.670,-11.26798,-35.36304,0.00000
1.680,-12.85393,-37.29926,0.00000
1.690,-15.23140,-39.03983,0.00000
1.700,-16.07169,-40.18785,0.00000
1.710,-16.94488,-36.63770,3.55015
1.720,-18.26009,-36.56345,0.07425
1.730,-20.97298,-41.18253,0.00000
1.740,-23.34422,-43.54647,0.00000
1.750,-26.49215,-44.59798,0.00000
1.760,-28.80386,-45.16498,0.00000
1.770,-30.23715,-45.63150,0.00000
1.780,-32.28219,-45.79493,0.00000
1.790,-34.17264,-43.33300,2.46192
1.800,-26.82728,-30.87148,19.80688
1.810,-22.20017,-27.61786,7.88073
1.820,-23.43373,-29.71876,0.00000
1.830,-26.48140,-34.55971,0.00000
1.840,-22.18729,-31.68375,7.17007
1.850,-21.10129,-30.94690,1.82285
1.860,-21.20918,-31.63821,0.00000
1.870,-20.85792,-31.78656,0.35126
1.880,-20.83319,-31.81933,0.02473
1.890,-21.70029,-32.69393,0.00000
1.900,-11.56169,-32.41694,10.41558
1.910,-7.53187,-33.17709,4.02982
1.920,-7.31586,-37.08207,0.21600
1.930,-7.69937,-37.95099,0.00000
1.940,-7.97210,-37.13599,0.81501
1.950,-8.87045,-35.32550,1.81049
1.960,-9.86219,-33.03199,2.29351
1.970,-10.91545,-32.41950,0.61249
1.980,-12.24339,-33.12309,0.00000
1.990,-15.04226,-35.82854,0.00000
2.000,-15.92713,-34.47165,1.35689
2.010,-15.51773,-26.22365,8.65739
2.020,-14.76130,-22.97554,4.00455
2.030,-15.21655,-23.11506,0.00000
2.040,-16.88035,-25.49572,0.00000
2.050,-18.49730,-28.06734,0.00000
2.060,-20.11409,-30.24562,0.00000
2.070,-21.78352,-32.41186,0.00000
2.080,-22.45127,-33.07333,0.00000
2.090,-23.12400,-33.67721,0.00000
2.100,-23.56215,-34.67081,0.00000
2.110,-24.00915,-35.90236,0.00000
2.120,-24.53532,-36.35515,0.00000
2.130,-25.19982,-35.95171,0.40344
2.140,-25.70185,-36.16363,0.00000
2.150,-26.28704,-37.40715,0.00000
2.160,-27.35137,-38.31497,0.00000
2.170,-28.23433,-39.51226,0.00000
2.180,-28.83551,-38.59111,0.92115
2.190,-30.23631,-39.20276,0.00000
2.200,-12.11819,-35.35904,21.96184
2.210,-7.52346,-33.84858,6.10519
2.220,-7.02320,-36.17792,0.50026
2.230,-7.60059,-38.43785,0.00000
2.240,-8.03768,-40.17611,0.00000
2.250,-8.74714,-40.77854,0.00000
2.260,-9.75613,-40.27129,0.50725
2.270,-10.82379,-40.44431,0.00000
2.280,-12.04788,-41.41662,0.00000
2.290,-14.91165,-42.15576,0.00000
2.300,-16.12999,-42.82343,0.00000
2.310,-17.16900,-44.45899,0.00000
2.320,-18.66956,-47.90286,0.00000
2.330,-21.28472,-50.76755,0.00000
2.340,-23.72764,-52.94438,0.00000
2.350,-27.04821,-53.86788,0.00000
2.360,-29.97413,-52.59947,1.26842
2.370,-32.14165,-51.54371,1.05576
2.380,-35.52371,-49.65170,1.89201
2.390,-38.39355,-44.55716,5.09454
2.400,-11.64938,-29.26979,42.03154
2.410,-7.45050,-24.70291,8.76575
2.420,-7.23983,-23.33994,1.57365
2.430,-7.74242,-24.06715,0.00000
2.440,-8.28621,-26.10824,0.00000
2.450,-9.18362,-27.89382,0.00000
2.460,-10.02984,-29.36448,0.00000
2.470,-11.13840,-30.82597,0.00000
2.480,-12.39776,-32.01574,0.00000
2.490,-15.05477,-34.07804,0.00000
2.500,-15.96988,-31.29555,2.78249
2.510,-16.57838,-28.99497,2.30058
2.520,-17.94288,-30.99551,0.00000
2.530,-20.22460,-34.12191,0.00000
2.540,-20.69562,-32.97526,1.14665
2.550,-20.49846,-32.11539,1.05703
2.560,-20.46426,-31.73988,0.40971
2.570,-20.91531,-31.94388,0.00000
2.580,-21.32019,-32.46852,0.00000
2.590,-24.68888,-35.45670,0.00000
2.600,-23.46842,-30.93729,5.73987
2.610,-17.48498,-28.13405,8.78668
2.620,-17.38504,-30.35250,0.09995
2.630,-19.74240,-33.64778,0.00000
2.640,-19.58050,-32.40890,1.40077
2.650,-20.59908,-32.62309,0.00000
2.660,-21.57924,-32.97394,0.00000
2.670,-21.45837,-32.57980,0.51501
2.680,-21.14122,-32.23366,0.66329
2.690,-21.50042,-32.70548,0.00000
2.700,-20.88344,-34.11738,0.61697
2.710,-18.12362,-35.64257,2.75982
2.720,-18.32218,-37.25128,0.00000
2.730,-20.76162,-37.04679,0.20449
2.740,-22.16157,-35.80797,1.23882
2.750,-25.71370,-34.96145,0.84652
2.760,-28.75975,-32.48278,2.47867
2.770,-29.65747,-31.96007,0.52271
2.780,-30.45919,-33.23402,0.00000
2.790,-32.24247,-35.95025,0.00000
2.800,-11.11372,-32.40314,24.67586
2.810,-7.26377,-26.31918,9.93391
2.820,-7.16617,-23.99252,2.42426
2.830,-7.50775,-24.48427,0.00000
2.840,-8.16433,-26.55550,0.00000
2.850,-9.24502,-28.61909,0.00000
2.860,-9.71161,-30.65973,0.00000
2.870,-10.82323,-32.08403,0.00000
2.880,-12.47268,-32.83611,0.00000
2.890,-14.56103,-33.04865,0.00000
2.900,-15.71233,-33.58133,0.00000
2.910,-16.79253,-34.71280,0.00000
2.920,-18.03391,-35.11307,0.00000
2.930,-20.37435,-35.37168,0.00000
2.940,-21.82498,-35.42269,0.00000
2.950,-23.54323,-35.78376,0.00000
2.960,-24.69324,-36.94336,0.00000
2.970,-25.66239,-37.79428,0.00000
2.980,-26.74198,-38.06382,0.00000
2.990,-28.65479,-38.44300,0.00000
3.000,-26.08854,-36.11449,4.89477
3.010,-22.95856,-31.19809,8.04637
3.020,-23.65907,-31.02933,0.16877
3.030,-28.05769,-35.89438,0.00000
3.040,-30.41703,-39.77237,0.00000
3.050,-30.08139,-40.00978,0.33564
3.060,-29.61341,-39.98175,0.49601
3.070,-29.72700,-40.17601,0.00000
3.080,-30.74848,-40.89090,0.00000
3.090,-31.56831,-41.91149,0.00000
3.100,-29.96746,-42.16437,1.60084
3.110,-30.50986,-43.23729,0.00000
3.120,-34.59956,-46.33410,0.00000
3.130,-37.65926,-48.76038,0.00000
3.140,-41.78002,-51.43833,0.00000
3.150,-44.50331,-53.10881,0.00000
3.160,-44.75689,-52.06114,1.04767
3.170,-44.89036,-50.71706,1.34408
3.180,-43.70980,-49.13974,2.75787
3.190,-43.57847,-48.62069,0.65038
3.200,-11.76092,-32.68503,47.75321
3.210,-7.30998,-26.25364,10.88233
3.220,-6.91901,-23.74933,2.89528
3.230,-7.60776,-24.27161,0.00000
3.240,-8.01663,-26.87471,0.00000
3.250,-8.97511,-29.60598,0.00000
3.260,-10.37215,-32.29967,0.00000
3.270,-11.29755,-35.13233,0.00000
3.280,-12.29274,-37.28854,0.00000
3.290,-14.86676,-39.24347,0.00000
3.300,-16.13829,-40.06886,0.00000
3.310,-16.77534,-36.87942,3.18944
3.320,-17.95141,-36.70337,0.17605
3.330,-20.74375,-40.85606,0.00000
3.340,-23.27689,-43.43706,0.00000
3.350,-26.29277,-44.46188,0.00000
3.360,-28.92315,-45.35347,0.00000
3.370,-30.60252,-45.99636,0.00000
3.380,-32.48848,-46.33446,0.00000
3.390,-33.15972,-41.59844,4.73602
3.400,-15.38590,-28.71845,30.65381
3.410,-12.16686,-26.68955,5.24794
3.420,-14.38631,-29.98548,0.00000
3.430,-22.04813,-34.40624,0.00000
3.440,-23.25888,-33.56829,0.83794
3.450,-21.96760,-32.92820,1.93137
3.460,-21.46363,-32.43793,0.99425
3.470,-21.27095,-32.13772,0.49288
3.480,-21.13725,-32.06067,0.21076
3.490,-21.17340,-32.44342,0.00000
3.500,-12.54220,-32.27592,8.79870
3.510,-8.04987,-33.62483,4.49233
3.520,-7.38206,-37.19337,0.66780
3.530,-7.82976,-37.73119,0.00000
3.540,-8.02448,-36.68377,1.04743
3.550,-8.64567,-35.63597,1.04780
3.560,-9.82918,-32.61803,3.01794
3.570,-10.90307,-31.93458,0.68345
3.580,-12.06499,-33.52103,0.00000
3.590,-14.80694,-36.67689,0.00000
3.600,-15.83077,-34.50434,2.17255
3.610,-15.31336,-26.24975,8.77199
3.620,-14.81920,-22.90565,3.83825
3.630,-15.35489,-23.02360,0.00000
3.640,-16.59315,-25.39318,0.00000
3.650,-18.46154,-27.90057,0.00000
3.660,-20.23107,-30.23141,0.00000
3.670,-21.84999,-32.42659,0.00000
3.680,-22.77909,-33.41469,0.00000
3.690,-22.97730,-33.58548,0.00000
3.700,-22.95364,-34.41963,0.02366
3.710,-23.50443,-35.80146,0.00000
3.720,-24.34013,-35.68849,0.11297
3.730,-25.06818,-35.94846,0.00000
3.740,-25.58106,-36.68176,0.00000
3.750,-26.14648,-37.60406,0.00000
3.760,-26.88272,-38.42052,0.00000
3.770,-27.71517,-39.41177,0.00000
3.780,-28.44216,-37.82451,1.58725
3.790,-29.84097,-38.26161,0.00000
3.800,-11.26490,-35.25249,21.58519
3.810,-7.25337,-33.70348,5.56054
3.820,-6.94168,-36.13436,0.31169
3.830,-7.27681,-38.91831,0.00000
3.840,-8.12064,-40.43769,0.00000
3.850,-9.37656,-40.47661,0.00000
3.860,-9.93467,-40.30472,0.17189
3.870,-11.03036,-40.27811,0.02661
3.880,-12.68420,-41.28069,0.00000
3.890,-14.81993,-43.48419,0.00000
3.900,-11.38980,-38.45093,8.46339
3.910,-7.86438,-37.20921,4.76714
3.920,-7.87735,-40.25779,0.00000
3.930,-8.61490,-42.98999,0.00000
3.940,-8.78074,-44.61365,0.00000
3.950,-9.85292,-46.72118,0.00000
3.960,-10.32788,-47.47133,0.00000
3.970,-11.36324,-47.58103,0.00000
3.980,-13.22277,-47.86157,0.00000
3.990,-15.47512,-40.87813,6.98344
4.000,-11.52508,-30.09199,14.73618
4.010,-7.74212,-24.96941,8.90554
4.020,-7.69978,-23.32026,1.69148
4.030,-8.78939,-24.07707,0.00000
4.040,-9.02033,-26.11112,0.00000
4.050,-9.82192,-28.01818,0.00000
4.060,-10.56611,-29.52144,0.00000
4.070,-11.39134,-30.78530,0.00000
4.080,-12.61004,-31.79830,0.00000
4.090,-15.14323,-34.60778,0.00000
4.100,-16.10183,-30.81548,3.79230
4.110,-16.41585,-27.62778,3.18770
4.120,-17.81736,-29.60998,0.00000
4.130,-20.22816,-34.12979,0.00000
4.140,-20.08602,-31.67055,2.60139
4.150,-20.51929,-31.19614,0.47440
4.160,-21.01393,-31.76659,0.00000
4.170,-20.87018,-31.79947,0.14375
4.180,-21.52905,-32.17371,0.00000
4.190,-25.20682,-34.77202,0.00000
4.200,-23.61893,-31.56946,4.79045
4.210,-17.51796,-28.26342,9.40701
4.220,-17.38099,-29.98787,0.13697
4.230,-20.00771,-33.89123,0.00000
4.240,-19.82831,-31.61067,2.45997
4.250,-20.39095,-31.19921,0.41146
4.260,-21.06744,-31.89213,0.00000
4.270,-21.00378,-31.95492,0.06366
4.280,-20.83495,-31.90810,0.21566
4.290,-21.56429,-32.72582,0.00000
4.300,-21.20421,-34.21690,0.36008
4.310,-18.10539,-35.58819,3.09882
4.320,-18.10888,-37.27463,0.00000
4.330,-20.71170,-37.07927,0.19536
4.340,-22.15872,-36.20435,0.87492
4.350,-25.24755,-34.66067,1.54368
4.360,-28.76267,-32.53468,2.12599
4.370,-29.82486,-32.19011,0.34456
4.380,-30.31439,-32.93815,0.00000
4.390,-31.96738,-35.50036,0.00000
4.400,-11.74853,-32.16756,23.55165
4.410,-7.36290,-26.19024,10.36294
4.420,-6.92027,-23.68603,2.94684
4.430,-7.51468,-24.00006,0.00000
4.440,-7.88351,-26.22897,0.00000
4.450,-8.59310,-28.44870,0.00000
4.460,-9.96115,-30.27271,0.00000
4.470,-11.07690,-32.14821,0.00000
4.480,-12.04610,-33.43117,0.00000
4.490,-14.66636,-33.94765,0.00000
4.500,-15.74746,-34.50299,0.00000
4.510,-16.47335,-35.34890,0.00000
4.520,-17.73407,-35.43595,0.00000
4.530,-19.81855,-35.51735,0.00000
4.540,-21.46382,-35.67967,0.00000
4.550,-23.31213,-35.63702,0.04264
4.560,-23.81580,-35.92088,0.00000
4.570,-24.74438,-36.78811,0.00000
4.580,-26.45680,-37.42891,0.00000
4.590,-27.92512,-37.40309,0.02583
4.600,-25.86693,-35.69871,3.76257
4.610,-22.49748,-30.52843,8.53972
4.620,-22.98278,-30.11258,0.41585
4.630,-27.53159,-34.82637,0.00000
4.640,-30.50456,-39.47636,0.00000
4.650,-29.97527,-39.80908,0.52929
4.660,-29.39313,-39.59799,0.79323
4.670,-29.61596,-39.68185,0.00000
4.680,-30.54088,-40.61776,0.00000
4.690,-31.43535,-41.72287,0.00000
4.700,-30.19622,-41.67014,1.29187
4.710,-30.96227,-42.88487,0.00000
4.720,-35.72298,-46.60808,0.00000
4.730,-38.42107,-49.12626,0.00000
4.740,-41.08613,-51.16195,0.00000
4.750,-44.19760,-52.50177,0.00000
4.760,-45.46160,-52.37229,0.12948
4.770,-45.16346,-50.81053,1.85990
4.780,-43.93582,-49.04658,2.99158
4.790,-43.87067,-48.76691,0.34482
4.800,-11.55165,-32.60996,48.47598
4.810,-7.03799,-26.23785,10.88577
4.820,-6.81410,-23.84768,2.61405
4.830,-7.53662,-24.31115,0.00000
4.840,-8.11747,-26.82046,0.00000
4.850,-9.28788,-29.77021,0.00000
4.860,-10.15835,-32.44121,0.00000
4.870,-11.26412,-35.37172,0.00000
4.880,-12.71195,-37.36750,0.00000
4.890,-15.19273,-39.21631,0.00000
4.900,-16.15935,-40.16938,0.00000
4.910,-17.11676,-36.97225,3.19714
4.920,-18.34131,-36.78094,0.19131
4.930,-20.89002,-40.73160,0.00000
4.940,-23.26704,-43.06964,0.00000
4.950,-26.35020,-44.35422,0.00000
4.960,-28.70615,-45.32688,0.00000
4.970,-30.45632,-45.97687,0.00000
4.980,-32.36013,-46.34720,0.00000
4.990,-32.62429,-40.65398,5.69323
5.000,-26.80891,-31.01084,15.45852
5.010,-22.21768,-27.96273,7.63933
5.020,-23.31964,-30.01980,0.00000
5.030,-26.15774,-34.51484,0.00000
5.040,-22.28777,-32.09645,6.28835
5.050,-21.42675,-31.77116,1.18631
5.060,-21.55307,-32.44924,0.00000
5.070,-21.13237,-32.23885,0.63109
5.080,-20.95026,-31.87386,0.54711
5.090,-21.53202,-32.66624,0.00000
5.100,-11.13977,-32.52937,10.52913
5.110,-7.42126,-33.19791,3.71851
5.120,-7.28980,-37.05674,0.13146
5.130,-7.54971,-38.05347,0.00000
5.140,-8.09743,-36.58218,1.47128
5.150,-9.21528,-35.12021,1.46197
5.160,-10.05524,-32.83601,2.28420
5.170,-11.25184,-31.92380,0.91221
5.180,-12.76111,-32.94684,0.00000
5.190,-15.12685,-36.33980,0.00000
5.200,-15.75387,-34.60291,1.73689
5.210,-15.37981,-26.06808,8.90889
5.220,-14.33177,-22.80462,4.31150
5.230,-15.07116,-23.04601,0.00000
5.240,-17.03060,-25.42859,0.00000
5.250,-18.46050,-27.74722,0.00000
5.260,-19.98447,-29.96434,0.00000
5.270,-21.45517,-32.09334,0.00000
5.280,-22.36227,-32.99335,0.00000
5.290,-22.88177,-33.59445,0.00000
5.300,-23.03836,-34.28805,0.00000
5.310,-23.55055,-35.58388,0.00000
5.320,-24.32642,-35.94846,0.00000
5.330,-25.25972,-35.85031,0.09816
5.340,-25.76383,-36.49274,0.00000
5.350,-26.36994,-37.65133,0.00000
5.360,-26.95079,-38.37114,0.00000
5.370,-27.65406,-39.35032,0.00000
5.380,-28.51529,-37.99541,1.35491
5.390,-30.01855,-38.48441,0.00000
5.400,-11.44957,-35.26985,21.78354
5.410,-7.36011,-33.70762,5.65170
5.420,-7.13030,-36.13467,0.22981
5.430,-7.49662,-38.93206,0.00000
5.440,-8.11419,-40.39503,0.00000
5.450,-9.27402,-40.49084,0.00000
5.460,-9.97488,-40.36429,0.12654
5.470,-10.99119,-40.81461,0.00000
5.480,-12.55411,-41.81113,0.00000
5.490,-15.21210,-42.55381,0.00000
5.500,-16.24701,-43.10809,0.00000
5.510,-17.37558,-44.58412,0.00000
5.520,-18.87125,-47.34468,0.00000
5.530,-21.58205,-50.23748,0.00000
5.540,-24.00159,-52.70804,0.00000
5.550,-27.14071,-54.23818,0.00000
5.560,-29.97934,-52.81591,1.42227
5.570,-32.12704,-50.74225,2.07366
5.580,-35.52318,-49.85053,0.89172
5.590,-37.25975,-43.35895,6.49158
5.600,-11.90989,-28.75919,39.94963
5.610,-7.60942,-24.48091,8.57876
5.620,-7.23094,-23.34698,1.51240
5.630,-8.04770,-24.09098,0.00000
5.640,-8.50216,-26.06313,0.00000
5.650,-9.04662,-28.08235,0.00000
5.660,-10.24178,-29.75586,0.00000
5.670,-11.18252,-30.65364,0.00000
5.680,-12.00611,-31.46362,0.00000
5.690,-14.59915,-34.40267,0.00000
5.700,-16.06876,-31.35672,3.04595
5.710,-16.25101,-28.19087,3.16585
5.720,-17.67806,-30.10287,0.00000
5.730,-20.26848,-34.61794,0.00000
5.740,-20.12957,-32.07524,2.68160
5.750,-20.56832,-31.46160,0.61364
5.760,-21.16494,-31.99531,0.00000
5.770,-20.94694,-31.93377,0.27954
5.780,-21.60115,-32.21440,0.00000
5.790,-25.20124,-35.02746,0.00000
5.800,-24.25278,-31.67523,4.30069
5.810,-17.85254,-28.41964,9.65582
5.820,-17.62767,-30.12773,0.22487
5.830,-20.06875,-33.65705,0.00000
5.840,-19.54498,-31.90767,2.27314
5.850,-20.15497,-31.71512,0.19254
5.860,-21.22704,-32.15766,0.00000
5.870,-21.30557,-32.06921,0.08845
5.880,-21.09029,-32.22726,0.21529
5.890,-21.74701,-33.13300,0.00000
5.900,-21.27749,-34.45575,0.46952
5.910,-18.22956,-35.86856,3.04793
5.920,-18.21198,-37.29590,0.01758
5.930,-20.71392,-36.97076,0.32514
5.940,-22.31077,-36.27607,0.69469
5.950,-25.19489,-34.55132,1.72476
5.960,-28.29468,-32.44177,2.10954
5.970,-29.94661,-32.44202,0.00000
5.980,-30.68488,-33.47249,0.00000
5.990,-31.98149,-35.64677,0.00000
6.000,-11.81492,-32.10763,23.70571
6.010,-7.33884,-26.20169,10.38202
6.020,-6.93854,-23.70211,2.89987
6.030,-7.54694,-24.12301,0.00000
6.040,-8.00099,-26.35134,0.00000
6.050,-8.83743,-28.44069,0.00000
6.060,-9.97774,-30.37807,0.00000
6.070,-10.91102,-31.85951,0.00000
6.080,-12.01680,-32.84869,0.00000
6.090,-14.61986,-33.34525,0.00000
6.100,-15.49342,-33.92539,0.00000
6.110,-16.56058,-35.04037,0.00000
6.120,-17.74879,-35.78496,0.00000
6.130,-19.52809,-35.53383,0.25113
6.140,-21.32012,-35.18247,0.35136
6.150,-23.47860,-35.42647,0.00000
6.160,-23.73248,-35.94927,0.00000
6.170,-24.72285,-36.69617,0.00000
6.180,-26.81606,-37.37699,0.00000
6.190,-28.17985,-37.30156,0.07543
6.200,-25.43439,-35.48260,4.56443
6.210,-22.64812,-30.91109,7.35777
6.220,-23.55123,-30.82954,0.08155
6.230,-28.17824,-35.88429,0.00000
6.240,-30.54091,-39.71711,0.00000
6.250,-30.26754,-40.17549,0.27337
6.260,-29.75291,-40.00108,0.68905
6.270,-29.92575,-40.17600,0.00000
6.280,-30.99793,-41.08782,0.00000
6.290,-31.62419,-42.27152,0.00000
6.300,-30.41253,-42.60424,1.21166
6.310,-31.14409,-43.71467,0.00000
6.320,-34.62687,-45.93717,0.00000
6.330,-37.41868,-48.11373,0.00000
6.340,-41.30218,-51.39945,0.00000
6.350,-44.20679,-52.92333,0.00000
6.360,-45.07668,-51.97625,0.94708
6.370,-44.53054,-50.48010,2.04230
6.380,-43.82613,-48.95611,2.22839
6.390,-43.30433,-48.59584,0.88207
6.400,-11.06309,-32.57832,48.25876
6.410,-7.20318,-26.41834,10.01989
6.420,-7.16323,-24.14183,2.31646
6.430,-7.69778,-24.62880,0.00000
6.440,-8.39966,-26.98012,0.00000
6.450,-9.48314,-29.65418,0.00000
6.460,-10.06250,-32.35932,0.00000
6.470,-11.16968,-35.39102,0.00000
6.480,-12.92216,-37.36066,0.00000
6.490,-15.15555,-39.04384,0.00000
6.500,-16.00074,-39.60183,0.00000
6.510,-17.02427,-36.59039,3.01144
6.520,-18.24791,-36.46152,0.12887
6.530,-20.91242,-40.44429,0.00000
6.540,-23.38508,-43.03191,0.00000
6.550,-26.58971,-44.08063,0.00000
6.560,-29.03492,-45.13461,0.00000
6.570,-30.55111,-46.16977,0.00000
6.580,-32.44645,-46.47842,0.00000
6.590,-33.51298,-42.23757,4.24085
6.600,-15.21236,-28.61735,31.92084
6.610,-12.14760,-26.62859,5.05352
6.620,-14.52263,-30.04100,0.00000
6.630,-22.28992,-34.57938,0.00000
6.640,-22.97242,-33.10046,1.47892
