frame,pts_seconds,gray_mean,mean_absolute_difference
859,34.360,90.5169,5.2351
860,34.400,90.4495,5.6080
861,34.440,89.9903,6.3201
862,34.480,89.6544,5.4673
863,34.520,89.6448,4.7787
864,34.560,90.4247,5.4363
865,34.600,89.9131,5.6792
866,34.640,90.0106,5.7208
867,34.680,90.2369,6.3426
868,34.720,91.2854,6.5370
869,34.760,90.9945,6.3588
870,34.800,90.9774,5.3183
871,34.840,90.9171,6.4072
872,34.880,90.4620,4.7809
873,34.920,89.9283,3.4844
874,34.960,89.9060,3.8260
875,35.000,90.8903,4.1485
876,35.040,90.1403,3.3387
877,35.080,89.8178,2.6719
878,35.120,89.4841,3.5606
879,35.160,89.2999,3.4825
880,35.200,89.0844,2.7018
881,35.240,88.3768,4.8773
882,35.280,88.0761,4.4693
883,35.320,86.6807,5.8581
884,35.360,87.4690,4.8196
885,35.400,87.0422,5.9181
886,35.440,87.7860,6.1393
887,35.480,88.4442,5.8655
888,35.520,88.7469,7.5362
889,35.560,89.4324,6.9721
890,35.600,90.3017,7.0133
891,35.640,90.8731,6.4419
892,35.680,54.3867,53.9128
893,35.720,61.7850,29.8064
894,35.760,71.9606,30.9189
895,35.800,77.9076,29.3196
896,35.840,76.9809,22.2520
897,35.880,77.1409,16.4662
898,35.920,76.4106,12.5162
899,35.960,76.6558,16.6952
900,36.000,76.7558,8.1660
901,36.040,75.0422,11.0928
902,36.080,73.2760,9.3026
903,36.120,71.7237,19.1865
904,36.160,73.6785,26.1674
905,36.200,71.0292,13.8306
906,36.240,69.7435,14.6542
907,36.280,72.0289,20.3847
908,36.320,73.5308,18.1960
909,36.360,74.1040,17.0409
910,36.400,74.9828,13.4232
911,36.440,74.5417,11.0237
912,36.480,73.1658,10.2542
913,36.520,70.9772,16.0970
914,36.560,68.3769,16.4598
915,36.600,65.5736,17.0517
916,36.640,63.6055,19.5608
917,36.680,61.9259,24.0594
918,36.720,59.5311,18.5022
919,36.760,58.2876,18.4829
920,36.800,54.7679,13.8812
921,36.840,55.8386,13.8267
922,36.880,57.0876,18.9301
923,36.920,73.6924,30.0228
924,36.960,105.3762,47.2161
925,37.000,98.1931,40.4101
926,37.040,95.8124,35.9087
927,37.080,87.3378,31.0877
928,37.120,98.7320,25.6326
929,37.160,90.3104,24.0363
930,37.200,103.4246,20.1365
931,37.240,95.1159,21.0101
932,37.280,108.9615,26.5081
933,37.320,96.2092,30.8281
934,37.360,104.1735,28.9665
935,37.400,93.5646,18.5901
936,37.440,103.5876,15.6610
937,37.480,93.2039,17.2190
938,37.520,102.8287,19.0056
939,37.560,90.9960,19.5556
940,37.600,102.1140,19.0853
941,37.640,89.9354,22.2066
942,37.680,99.4206,23.2733
943,37.720,90.0588,21.3356
944,37.760,100.0839,17.0813
945,37.800,88.6923,14.0970
946,37.840,100.6760,13.3854
947,37.880,91.2388,21.4843
948,37.920,101.0654,24.8301
949,37.960,88.8213,21.8740
950,38.000,100.4763,18.3308
951,38.040,90.1700,21.9444
952,38.080,103.5119,18.3760
953,38.120,93.7415,17.6830
954,38.160,105.5649,16.5035
955,38.200,96.7662,16.2851
956,38.240,109.2032,20.0256
957,38.280,100.9266,25.0451
958,38.320,111.4285,28.1222
959,38.360,108.2676,28.4681
960,38.400,99.5914,43.0848
961,38.440,89.6047,13.3210
962,38.480,99.8011,12.9947
963,38.520,90.1678,12.5451
964,38.560,100.5139,12.5408
965,38.600,91.5583,12.7897
966,38.640,101.3428,11.8483
967,38.680,92.1511,11.8669
968,38.720,101.7945,12.4917
969,38.760,92.5110,11.9535
970,38.800,101.4699,11.8672
971,38.840,92.8960,11.9627
972,38.880,101.8036,11.9300
973,38.920,60.5417,47.0585
974,38.960,74.2094,23.3519
975,39.000,64.7399,23.5786
976,39.040,77.4552,22.2696
977,39.080,66.8115,19.8379
978,39.120,79.1434,17.8687
979,39.160,68.9181,18.6221
980,39.200,81.6503,21.2207
981,39.240,71.9664,20.4119
982,39.280,73.2532,9.8753
983,39.320,73.4131,6.1396
984,39.360,74.1948,5.6019
985,39.400,75.2701,7.0485
986,39.440,76.6893,8.5054
987,39.480,78.3899,9.1633
988,39.520,78.5113,6.7747
989,39.560,79.1435,3.7856
990,39.600,79.6805,2.6706
991,39.640,80.4316,4.5611
992,39.680,82.1446,5.6555
993,39.720,81.7363,5.6638
994,39.760,81.8834,5.0849
995,39.800,83.7296,6.5133
996,39.840,93.6497,44.7484
997,39.880,92.9731,7.2315
998,39.920,91.7635,7.4854
999,39.960,91.1687,6.8478
1000,40.000,91.1997,6.0941
1001,40.040,90.5771,6.2753
1002,40.080,91.1808,5.1350
1003,40.120,91.4727,5.0570
1004,40.160,91.3124,5.2934
1005,40.200,91.2935,4.2231
1006,40.240,91.6542,3.2713
1007,40.280,92.1634,3.4711
1008,40.320,91.4623,4.0869
1009,40.360,90.4108,5.2195
1010,40.400,89.2741,5.7208
1011,40.440,87.8144,5.1286
1012,40.480,87.3576,5.2906
1013,40.520,86.2835,5.3703
1014,40.560,85.8363,4.7032
1015,40.600,85.5974,5.3951
1016,40.640,85.5693,4.7316
1017,40.680,84.8404,3.7093
1018,40.720,84.3857,3.5514
1019,40.760,84.9290,3.6460
1020,40.800,84.6052,2.8628
1021,40.840,84.0379,3.2969
1022,40.880,84.5469,3.7490
1023,40.920,86.3498,5.3504
1024,40.960,85.9802,3.6033
1025,41.000,85.6222,5.0283
1026,41.040,91.1726,28.7402
1027,41.080,91.0301,5.5347
1028,41.120,90.9760,7.0909
1029,41.160,90.2144,5.7483
1030,41.200,89.3759,5.3426
1031,41.240,89.5617,4.6223
1032,41.280,88.9406,4.4417
1033,41.320,89.3523,3.9775
1034,41.360,92.8936,9.6630
1035,41.400,93.9907,4.2775
1036,41.440,92.8261,4.1735
1037,41.480,94.6322,4.2362
1038,41.520,92.9256,4.4429
1039,41.560,95.3481,5.6018
1040,41.600,94.6620,5.8519
1041,41.640,97.3854,6.3727
1042,41.680,95.6982,5.7103
1043,41.720,94.0303,10.2581
1044,41.760,93.2744,5.3606
1045,41.800,94.4858,6.0229
1046,41.840,93.6115,6.1978
1047,41.880,94.6526,6.9461
1048,41.920,93.9410,6.6780
1049,41.960,94.5343,6.5813
1050,42.000,93.2267,6.8494
1051,42.040,94.5085,6.9651
1052,42.080,93.0517,6.9524
1053,42.120,94.3617,6.7981
1054,42.160,96.7923,11.1902
1055,42.200,100.1822,8.5119
1056,42.240,95.9219,8.6720
1057,42.280,99.3134,9.1983
1058,42.320,95.6201,9.7113
1059,42.360,100.1547,10.2967
1060,42.400,95.1211,10.4678
1061,42.440,99.5323,9.8985
1062,42.480,94.9782,9.2226
1063,42.520,100.1449,8.6674
1064,42.560,94.5313,8.9038
1065,42.600,99.5864,9.0714
1066,42.640,93.6526,9.2538
1067,42.680,99.5006,9.0366
1068,42.720,92.9138,9.2338
1069,42.760,99.1830,9.3031
1070,42.800,92.3278,9.0722
1071,42.840,99.1779,9.4282
1072,42.880,91.9779,9.0536
1073,42.920,99.0324,9.0630
1074,42.960,91.4015,8.7906
1075,43.000,99.2046,9.3522
1076,43.040,91.5258,9.2674
1077,43.080,99.5617,9.3663
1078,43.120,91.3956,9.5312
1079,43.160,99.6496,10.0790
1080,43.200,90.7581,10.1403
1081,43.240,100.4006,10.5387
1082,43.280,90.5310,10.7271
1083,43.320,100.4114,10.9324
1084,43.360,90.6585,10.7465
1085,43.400,100.7278,11.0483
1086,43.440,91.1301,11.6778
1087,43.480,101.4026,12.1457
1088,43.520,90.7588,11.8076
1089,43.560,102.5315,12.9762
1090,43.600,90.8319,12.9064
1091,43.640,102.2525,12.3606
1092,43.680,91.7655,13.0549
1093,43.720,102.7747,13.5728
1094,43.760,91.0327,13.4955
1095,43.800,103.0551,13.1611
1096,43.840,90.9816,13.5028
1097,43.880,103.5243,13.9209
1098,43.920,90.9797,13.5889
1099,43.960,103.6095,14.0242
1100,44.000,90.8695,14.0158
1101,44.040,103.6851,14.1251
1102,44.080,87.9366,31.5831
1103,44.120,100.6742,13.1167
1104,44.160,87.9410,13.1556
1105,44.200,100.7855,13.2003
1106,44.240,88.0595,13.2889
1107,44.280,101.0987,13.5903
1108,44.320,88.1603,13.6234
1109,44.360,101.3302,13.5994
1110,44.400,88.1290,13.6792
1111,44.440,101.3085,13.6833
1112,44.480,88.0822,13.7475
1113,44.520,101.1562,13.6895
1114,44.560,87.9878,13.7020
1115,44.600,101.1804,13.7868
1116,44.640,96.4956,25.7911
1117,44.680,82.6992,14.4319
1118,44.720,94.8574,12.7858
1119,44.760,82.7101,12.9218
1120,44.800,93.3633,11.2722
1121,44.840,82.6681,11.4378
1122,44.880,92.5347,10.5158
1123,44.920,82.7059,10.5690
1124,44.960,91.0481,8.8522
1125,45.000,83.0347,8.9766
1126,45.040,89.5686,7.2624
1127,45.080,83.0743,7.4139
1128,45.120,88.0514,5.6608
1129,45.160,82.8717,5.8729
1130,45.200,86.9281,4.5707
1131,45.240,82.9511,4.7472
1132,45.280,85.3380,3.1698
1133,45.320,83.0285,3.1097
1134,45.360,85.2001,2.7851
1135,45.400,82.9379,2.9369
1136,45.440,84.9974,2.8907
1137,45.480,83.0063,3.0801
1138,45.520,75.2211,46.1210
1139,45.560,73.6310,14.6750
1140,45.600,92.5925,27.2849
1141,45.640,80.0458,25.2268
1142,45.680,95.5159,21.2531
1143,45.720,80.3834,17.6331
1144,45.760,92.3491,16.6983
1145,45.800,78.9599,18.1499
1146,45.840,88.8167,21.2611
1147,45.880,77.3196,23.3189
1148,45.920,85.9660,22.3214
1149,45.960,74.0649,22.8928
1150,46.000,82.4455,21.5722
1151,46.040,73.2701,17.7669
1152,46.080,81.2703,15.3421
1153,46.120,73.9529,17.1828
1154,46.160,78.8908,13.6764
1155,46.200,70.9121,14.3518
1156,46.240,75.5090,12.2255
1157,46.280,68.2662,12.3726
1158,46.320,73.2691,10.1127
1159,46.360,66.3912,10.7116
1160,46.400,72.4758,10.7662
1161,46.440,64.6892,12.0585
1162,46.480,70.9779,10.6372
1163,46.520,63.5340,11.3308
1164,46.560,70.3820,12.1808
1165,46.600,63.2479,12.1147
1166,46.640,69.8989,13.8210
1167,46.680,61.5749,15.3158
1168,46.720,68.2960,13.5902
1169,46.760,60.7305,13.5523
1170,46.800,68.8345,14.9394
1171,46.840,61.4783,15.3685
1172,46.880,69.5042,16.3515
1173,46.920,62.0673,11.5343
1174,46.960,61.8710,6.9018
1175,47.000,61.7946,7.2620
1176,47.040,62.7104,8.3865
1177,47.080,64.0700,11.1713
1178,47.120,65.6143,11.6410
1179,47.160,66.8335,11.5142
1180,47.200,67.4244,11.4260
1181,47.240,67.8944,9.7126
1182,47.280,67.7622,7.5478
1183,47.320,82.1058,50.6291
1184,47.360,82.0890,0.9294
1185,47.400,82.0690,1.0141
1186,47.440,82.0694,0.8313
1187,47.480,82.0501,0.8449
1188,47.520,82.1569,0.7983
1189,47.560,83.0458,1.6126
1190,47.600,82.9805,0.7937
1191,47.640,83.0565,0.7814
1192,47.680,83.0232,0.8553
1193,47.720,83.1140,0.7382
1194,47.760,83.2261,0.7667
1195,47.800,83.2574,0.7546
1196,47.840,83.4525,0.9481
1197,47.880,83.3221,0.9601
1198,47.920,83.3408,0.7611
1199,47.960,83.9307,1.2515
1200,48.000,83.8037,0.8081
1201,48.040,83.8771,0.8374
1202,48.080,84.1281,0.7712
1203,48.120,84.0617,0.7454
1204,48.160,84.1742,0.6291
1205,48.200,84.5538,1.0331
1206,48.240,84.7331,0.7658
1207,48.280,84.7868,0.8070
1208,48.320,84.7744,0.8566
1209,48.360,84.8352,0.6954
1210,48.400,84.9019,0.7317
1211,48.440,84.9208,0.6469
1212,48.480,84.7948,0.7813
1213,48.520,84.9774,0.7390
1214,48.560,84.8710,0.7110
1215,48.600,84.9513,0.7406
1216,48.640,69.2335,47.3912
1217,48.680,69.4992,6.4265
1218,48.720,69.9701,6.7495
1219,48.760,70.5358,6.3469
1220,48.800,70.6199,4.9633
1221,48.840,70.9949,4.8055
1222,48.880,71.5157,4.4976
1223,48.920,71.8161,4.4083
1224,48.960,71.6498,4.2251
1225,49.000,71.7188,3.4592
1226,49.040,71.8008,2.5839
1227,49.080,71.6945,3.0495
1228,49.120,71.3068,4.3042
1229,49.160,71.0071,6.2932
1230,49.200,70.3653,7.0213
1231,49.240,69.8277,6.4171
1232,49.280,69.3187,4.3126
1233,49.320,69.0830,2.4951
1234,49.360,69.2178,3.5240
1235,49.400,69.0165,3.5881
1236,49.440,68.9479,3.4204
1237,49.480,68.9765,3.8672
1238,49.520,68.9036,4.2381
1239,49.560,68.7430,4.1581
1240,49.600,69.0414,3.8322
1241,49.640,68.9750,5.5665
1242,49.680,69.2786,5.0963
1243,49.720,69.5924,4.8572
1244,49.760,70.0079,7.1704
1245,49.800,70.4917,7.5283
1246,49.840,71.4666,8.4703
1247,49.880,72.5588,7.9510
1248,49.920,72.5067,8.2070
1249,49.960,72.1653,4.0601
1250,50.000,70.7599,5.2106
1251,50.040,69.5288,6.2291
1252,50.080,68.6456,6.4941
1253,50.120,68.1999,7.0590
1254,50.160,67.8491,7.8397
1255,50.200,67.5465,8.7315
1256,50.240,67.2931,9.2040
1257,50.280,67.8369,11.2675
1258,50.320,68.5202,11.0136
1259,50.360,69.8810,8.5316
1260,50.400,77.8005,47.9438
1261,50.440,78.5239,20.4940
1262,50.480,79.5376,18.5035
1263,50.520,81.8612,16.4367
1264,50.560,83.4552,14.8933
1265,50.600,83.8117,13.0657
1266,50.640,84.2428,10.5578
1267,50.680,84.5609,8.4647
1268,50.720,85.0566,7.4160
1269,50.760,86.2831,6.7181
1270,50.800,84.7824,6.3659
1271,50.840,84.6614,5.7062
1272,50.880,82.8559,5.3028
1273,50.920,81.6791,5.3465
1274,50.960,80.0947,6.1790
1275,51.000,79.5928,5.6310
1276,51.040,77.7102,7.4394
1277,51.080,76.2255,7.5150
1278,51.120,75.0952,7.7336
1279,51.160,73.9475,8.8034
1280,51.200,72.2092,8.9588
1281,51.240,71.1149,8.9418
1282,51.280,70.1497,7.9226
1283,51.320,70.0576,11.7099
1284,51.360,69.7551,14.8688
1285,51.400,88.1150,36.5967
1286,51.440,87.7197,4.8760
1287,51.480,87.8283,5.1102
1288,51.520,88.2094,5.0935
1289,51.560,88.1240,5.1791
1290,51.600,87.9081,3.8531
1291,51.640,87.9272,4.3023
1292,51.680,88.0590,3.9789
1293,51.720,88.3397,4.1510
1294,51.760,87.7330,4.2924
1295,51.800,87.7297,4.4338
1296,51.840,87.8045,4.6110
1297,51.880,87.8234,4.7571
1298,51.920,87.6034,4.8385
1299,51.960,87.8111,4.9948
1300,52.000,88.4388,5.6208
1301,52.040,87.8501,5.4059
1302,52.080,88.0820,5.3453
1303,52.120,132.9903,69.0962
1304,52.160,121.1877,12.5074
1305,52.200,129.9452,9.8867
1306,52.240,120.8620,10.0375
1307,52.280,129.2102,9.2599
1308,52.320,121.0470,9.0208
1309,52.360,129.3018,9.1242
1310,52.400,120.9530,9.4194
1311,52.440,129.7031,9.6028
1312,52.480,120.9792,9.5483
1313,52.520,131.7308,11.4923
1314,52.560,121.0294,11.2576
1315,52.600,127.1872,7.0128
1316,52.640,120.9026,6.9653
1317,52.680,127.2178,7.2436
1318,52.720,121.0789,7.0542
1319,52.760,75.1853,88.7021
1320,52.800,77.9087,43.0859
1321,52.840,88.3631,24.9102
1322,52.880,83.7479,11.8815
1323,52.920,90.3515,10.8389
1324,52.960,83.7904,13.0624
1325,53.000,88.0361,9.6792
1326,53.040,81.9584,9.2985
1327,53.080,85.2510,9.5425
1328,53.120,78.6153,11.7954
1329,53.160,80.1285,10.6140
1330,53.200,73.1108,11.7067
1331,53.240,74.5779,9.4811
1332,53.280,70.2342,6.9196
1333,53.320,78.1057,11.2000
1334,53.360,81.8107,14.6137
1335,53.400,94.2642,21.9328
1336,53.440,98.2849,19.8611
1337,53.480,104.9132,11.7358
1338,53.520,103.8391,7.5791
1339,53.560,108.9180,8.0663
1340,53.600,108.0908,9.1416
1341,53.640,122.9643,75.6297
1342,53.680,126.0870,3.8242
1343,53.720,123.6924,4.2385
1344,53.760,123.6613,1.9097
1345,53.800,124.6599,2.1831
1346,53.840,129.7021,6.7344
1347,53.880,127.5101,3.2992
1348,53.920,127.6958,1.3136
1349,53.960,127.8706,1.5346
1350,54.000,129.1409,3.4965
1351,54.040,130.1683,2.7055
1352,54.080,130.5208,1.7174
1353,54.120,130.7328,2.0728
1354,54.160,130.8440,2.3397
1355,54.200,128.6937,3.5762
1356,54.240,128.1881,6.4514
1357,54.280,130.8158,4.3429
1358,54.320,131.7013,3.9914
1359,54.360,133.0126,2.6903
1360,54.400,129.2764,5.9936
1361,54.440,130.3244,3.3847
1362,54.480,130.4037,1.6837
1363,54.520,129.8730,3.7406
1364,54.560,133.9949,6.0824
1365,54.600,129.7135,6.5983
1366,54.640,130.7223,2.5722
1367,54.680,130.1955,3.4253
1368,54.720,130.3651,2.1988
1369,54.760,130.3976,4.0275
1370,54.800,133.5413,4.6028
1371,54.840,130.9565,4.3682
1372,54.880,133.4095,4.4765
1373,54.920,75.2840,69.1251
1374,54.960,75.2112,17.8194
1375,55.000,74.8997,17.7082
1376,55.040,74.1053,18.3565
1377,55.080,72.8882,18.5462
1378,55.120,71.5726,24.1672
1379,55.160,69.7307,16.6972
1380,55.200,71.2152,13.1277
1381,55.240,72.8897,10.8293
1382,55.280,74.0146,10.3480
1383,55.320,74.8532,14.7450
1384,55.360,76.7103,16.7937
1385,55.400,77.1391,12.7508
1386,55.440,76.7021,9.1619
1387,55.480,77.7842,4.9915
1388,55.520,76.9605,7.4705
1389,55.560,76.5031,8.6216
1390,55.600,77.5678,9.9406
1391,55.640,76.9224,14.2032
1392,55.680,76.0442,11.2227
1393,55.720,77.0158,8.1511
1394,55.760,75.9951,7.2335
1395,55.800,75.2309,6.5922
1396,55.840,75.4869,5.0766
1397,55.880,74.6895,6.4402
1398,55.920,75.2109,6.2314
1399,55.960,75.9021,6.9272
1400,56.000,74.6549,6.2328
1401,56.040,74.5847,7.9485
1402,56.080,74.0488,6.0728
1403,56.120,74.6601,7.1638
1404,56.160,74.7876,8.9840
1405,56.200,74.9503,7.2789
1406,56.240,75.9247,10.1889
1407,56.280,77.9523,9.2806
1408,56.320,77.4914,7.4817
1409,56.360,99.6240,40.3545
1410,56.400,99.8260,4.6087
1411,56.440,98.5400,4.0441
1412,56.480,97.6735,4.7296
1413,56.520,96.8317,4.6020
1414,56.560,96.8760,4.0686
1415,56.600,97.7144,4.6681
1416,56.640,97.7598,4.8726
1417,56.680,98.9467,4.9665
1418,56.720,100.8078,5.2140
1419,56.760,101.7811,5.2802
1420,56.800,103.4012,4.5473
1421,56.840,106.3353,6.4268
1422,56.880,107.0665,5.6746
1423,56.920,107.0219,6.0228
1424,56.960,108.1081,5.8931
1425,57.000,108.6170,5.6780
1426,57.040,108.7830,4.8362
1427,57.080,109.0718,5.8413
1428,57.120,109.4940,5.3649
1429,57.160,109.5509,4.4241
1430,57.200,110.2431,4.9825
1431,57.240,111.7997,6.3124
1432,57.280,110.4155,6.3264
1433,57.320,129.3394,57.3515
1434,57.360,129.9753,15.3058
1435,57.400,123.8153,12.3267
1436,57.440,129.3944,10.7692
1437,57.480,120.7381,10.7077
1438,57.520,130.9900,11.8435
1439,57.560,124.4392,9.2565
1440,57.600,132.3640,9.7167
1441,57.640,124.3430,11.3401
1442,57.680,127.1706,9.4768
1443,57.720,121.5956,7.3488
1444,57.760,130.4134,10.5117
1445,57.800,121.2634,10.7144
1446,57.840,128.2593,8.8152
1447,57.880,126.3621,7.0136
1448,57.920,124.6540,8.9195
1449,57.960,121.9112,6.4777
1450,58.000,124.7181,4.7726
1451,58.040,121.6932,5.6964
1452,58.080,127.1528,7.3015
1453,58.120,121.9791,7.1103
1454,58.160,122.9414,3.0159
1455,58.200,99.1367,70.4612
1456,58.240,99.6842,10.8235
1457,58.280,95.9652,13.2023
1458,58.320,94.4331,18.1238
1459,58.360,85.7188,22.3517
1460,58.400,97.5393,31.7477
1461,58.440,80.7017,27.6542
1462,58.480,94.7710,24.4002
1463,58.520,79.0379,24.3322
1464,58.560,91.0677,19.7052
1465,58.600,77.1348,20.0801
1466,58.640,88.1990,20.1406
1467,58.680,76.2600,19.2942
1468,58.720,85.5722,18.6112
1469,58.760,74.1272,20.4215
1470,58.800,83.1485,20.5251
1471,58.840,72.0862,19.0552
1472,58.880,79.1130,17.3399
1473,58.920,70.6358,16.1470
1474,58.960,78.2142,18.4163
1475,59.000,71.0858,16.2689
1476,59.040,76.7818,16.2841
1477,59.080,70.8996,14.6478
1478,59.120,76.9169,11.9113
1479,59.160,69.9562,15.0290
1480,59.200,76.2410,15.1793
1481,59.240,70.8130,15.7941
1482,59.280,77.3428,14.5328
1483,59.320,71.1401,15.4715
1484,59.360,77.6155,15.8195
1485,59.400,70.4851,12.0374
1486,59.440,76.4320,12.3479
1487,59.480,68.5347,14.4076
1488,59.520,75.4114,13.6808
1489,59.560,67.9153,13.7827
1490,59.600,75.0742,15.1170
1491,59.640,67.7444,16.2553
1492,59.680,67.8751,9.0490
1493,59.720,67.5576,10.1797
1494,59.760,67.4874,9.6556
1495,59.800,66.7109,9.5730
1496,59.840,66.9776,9.1330
1497,59.880,65.6883,8.3218
1498,59.920,65.6606,10.4849
1499,59.960,66.7138,11.4288
1500,60.000,67.3976,11.4352
1501,60.040,68.5316,9.1755
1502,60.080,68.4695,7.4269
1503,60.120,68.7358,8.8594
1504,60.160,67.2204,10.3003
1505,60.200,66.6887,10.9915
1506,60.240,67.6539,10.9726
1507,60.280,68.3660,11.3720
1508,60.320,68.4244,11.1915
1509,60.360,69.5267,12.0761
1510,60.400,68.5725,10.4066
1511,60.440,67.1004,11.4951
1512,60.480,66.2430,9.9503
1513,60.520,65.8915,6.3162
1514,60.560,66.4394,6.2778
1515,60.600,65.6786,4.5950
1516,60.640,66.0101,5.6471
1517,60.680,66.5717,7.6738
1518,60.720,67.4289,9.2968
1519,60.760,67.9124,10.4287
1520,60.800,65.8899,13.4809
1521,60.840,66.1408,8.7472
1522,60.880,65.7890,7.5108
1523,60.920,65.3536,5.7371
1524,60.960,64.7016,4.6424
1525,61.000,64.3372,5.3730
1526,61.040,63.7206,8.4560
1527,61.080,63.3147,8.2490
1528,61.120,63.2876,8.5390
1529,61.160,62.3135,8.5048
1530,61.200,62.0549,8.5032
1531,61.240,61.3257,7.2618
1532,61.280,61.1648,6.9248
1533,61.320,61.5793,6.2044
1534,61.360,61.7924,5.7910
1535,61.400,61.7166,5.1270
1536,61.440,60.6097,9.4710
1537,61.480,60.3525,9.6094
1538,61.520,96.4267,59.3108
1539,61.560,96.8878,13.4321
1540,61.600,77.6447,44.4281
1541,61.640,122.3729,61.1407
1542,61.680,77.6182,60.5218
1543,61.720,122.9823,60.9334
1544,61.760,77.0820,60.9932
1545,61.800,127.0622,64.1254
1546,61.840,76.5835,64.4881
1547,61.880,122.6433,61.0897
1548,61.920,76.7801,60.9325
1549,61.960,124.3283,61.7147
1550,62.000,76.7560,61.9823
1551,62.040,123.8521,61.6373
1552,62.080,76.9411,61.1506
1553,62.120,123.1028,61.0051
1554,62.160,76.3292,61.2808
1555,62.200,127.4774,65.3695
1556,62.240,76.4374,65.1133
1557,62.280,125.3821,62.8015
1558,62.320,75.9239,62.8399
1559,62.360,122.7674,61.0646
1560,62.400,75.9399,61.3068
1561,62.440,122.8287,61.3194
1562,62.480,75.6459,61.1549
1563,62.520,124.2201,61.9745
1564,62.560,76.0586,61.7915
1565,62.600,124.9185,62.3090
1566,62.640,75.5799,62.1119
1567,62.680,126.4109,63.2801
1568,62.720,75.4705,63.4250
1569,62.760,123.1178,60.8678
1570,62.800,75.5222,60.5643
1571,62.840,123.4406,60.6910
1572,62.880,75.7682,60.7232
1573,62.920,123.9045,60.7349
1574,62.960,76.1262,60.6816
1575,63.000,127.1185,62.9978
1576,63.040,77.1006,62.7249
1577,63.080,128.5120,63.9999
1578,63.120,77.2087,64.1345
1579,63.160,126.2872,61.7992
1580,63.200,77.2833,61.6688
1581,63.240,124.0844,60.6380
1582,63.280,77.6522,60.5450
1583,63.320,123.2773,60.0319
1584,63.360,77.3114,59.8022
1585,63.400,123.1649,60.0711
1586,63.440,77.4853,59.9485
1587,63.480,123.7892,60.1651
1588,63.520,76.8665,60.2665
1589,63.560,123.8922,60.3006
1590,63.600,76.4433,60.2261
1591,63.640,123.7608,59.9860
1592,63.680,76.2410,60.2565
1593,63.720,123.0485,59.9803
1594,63.760,76.0635,60.1428
1595,63.800,122.8749,59.9224
1596,63.840,76.2956,59.9435
1597,63.880,123.0861,59.8059
1598,63.920,76.9949,59.7047
1599,63.960,58.0299,47.7823
1600,64.000,57.8477,4.8742
1601,64.040,60.3609,9.9496
1602,64.080,62.5306,17.0432
1603,64.120,58.8923,17.3833
1604,64.160,52.4268,14.9174
1605,64.200,50.2185,10.0904
1606,64.240,51.3292,7.5940
1607,64.280,52.0649,8.2185
1608,64.320,51.7403,7.6158
1609,64.360,50.6383,5.7601
1610,64.400,49.7928,4.8110
1611,64.440,49.2953,3.3799
1612,64.480,48.8540,4.5951
1613,64.520,48.4838,3.2200
1614,64.560,47.8028,4.0097
1615,64.600,47.2675,5.3192
1616,64.640,46.3927,5.5088
1617,64.680,46.7248,7.0213
1618,64.720,48.1944,9.3710
1619,64.760,49.8939,9.8059
1620,64.800,52.8268,11.2228
1621,64.840,56.4359,11.3253
1622,64.880,59.4785,9.9482
1623,64.920,62.6536,9.8287
1624,64.960,65.8559,9.5328
1625,65.000,67.9744,8.7294
1626,65.040,70.3528,8.8018
1627,65.080,72.2650,7.8777
1628,65.120,73.3983,6.2547
1629,65.160,89.5038,43.3769
1630,65.200,88.5010,3.4093
1631,65.240,88.5974,4.0451
1632,65.280,88.5036,3.1187
1633,65.320,87.7469,3.2064
1634,65.360,87.8624,3.1521
1635,65.400,87.9583,2.4695
1636,65.440,88.6430,3.3942
1637,65.480,89.3204,3.0802
1638,65.520,89.1454,3.2603
1639,65.560,88.8444,4.0808
1640,65.600,89.6571,4.1787
1641,65.640,89.2201,4.4362
1642,65.680,88.3195,4.8340
1643,65.720,88.5851,5.3695
1644,65.760,88.7310,25.2481
1645,65.800,91.1612,13.4885
1646,65.840,90.0813,17.7419
1647,65.880,83.6912,16.7638
1648,65.920,80.5244,13.6838
1649,65.960,78.4185,13.6404
1650,66.000,75.7697,12.9082
1651,66.040,74.2078,10.8872
1652,66.080,73.6349,10.8350
1653,66.120,72.0926,12.1351
1654,66.160,70.5731,12.2422
1655,66.200,68.9457,11.2830
1656,66.240,67.3310,8.7797
1657,66.280,65.8629,5.6386
1658,66.320,63.8005,8.5031
1659,66.360,61.3102,8.5501
1660,66.400,60.1178,9.3562
1661,66.440,58.5168,11.9652
1662,66.480,57.5006,14.6719
1663,66.520,56.9159,16.3314
1664,66.560,59.3086,17.6113
1665,66.600,62.9603,15.4098
1666,66.640,65.6665,16.0039
1667,66.680,67.0158,17.3980
1668,66.720,66.1147,17.8711
1669,66.760,64.0370,18.9259
1670,66.800,61.9771,18.8527
1671,66.840,57.9522,17.0736
1672,66.880,55.1947,13.6448
1673,66.920,52.9103,11.5394
1674,66.960,52.7906,4.6614
1675,67.000,51.5733,18.1601
1676,67.040,63.4459,27.4124
1677,67.080,72.5550,15.4512
1678,67.120,87.4095,27.4023
1679,67.160,87.6967,5.9415
1680,67.200,88.6133,6.3060
1681,67.240,87.2210,8.7762
1682,67.280,87.8873,6.2861
1683,67.320,88.6433,6.0575
1684,67.360,88.9801,5.5698
1685,67.400,89.3953,5.1208
1686,67.440,90.6338,5.9553
1687,67.480,90.1822,5.5704
1688,67.520,89.4386,5.9875
